total_vaccs,ppl_vaccd,ppl_fully_vaccd,daily_vaccs,total_vaccs_per_100,ppl_fully_vaccd_per_100,daily_vaccs_per_million,clusters
1094522.96,5341596.08,3041823.96,20837,27.29,11.26,1785,0
1094522.96,5341596.08,3041823.96,22880,27.29,11.26,1960,0
1094522.96,5341596.08,3041823.96,24924,27.29,11.26,2135,0
1094522.96,5341596.08,3041823.96,25049,27.29,11.26,2146,0
1094522.96,5341596.08,3041823.96,27112,27.29,11.26,2323,0
1094522.96,5341596.08,3041823.96,29175,27.29,11.26,2499,0
2450510,1788228,662282,31238,20.99,5.67,2676,0
1094522.96,5341596.08,3041823.96,33840,27.29,11.26,2899,0
2549403,1857751,691652,36441,21.84,5.93,3122,0
1094522.96,5341596.08,3041823.96,38988,27.29,11.26,3340,0
2647544,1927217,720327,41536,22.68,6.17,3558,0
7391,5726,1665,112209.42,28.19,6.35,3376.55,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
1094522.96,5341596.08,3041823.96,263,27.29,11.26,80,0
15000,15000,3041823.96,263,0.46,11.26,80,0
1094522.96,5341596.08,3041823.96,951,27.29,11.26,290,0
1094522.96,5341596.08,3041823.96,1640,27.29,11.26,500,0
1094522.96,5341596.08,3041823.96,2328,27.29,11.26,710,0
1094522.96,5341596.08,3041823.96,3016,27.29,11.26,919,0
1094522.96,5341596.08,3041823.96,3705,27.29,11.26,1129,0
1094522.96,5341596.08,3041823.96,4393,27.29,11.26,1339,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,5341596.08,3041823.96,5081,27.29,11.26,1549,0
1094522.96,63376,3041823.96,5081,27.29,11.26,1549,0
106464,83260,23204,5081,3.25,0.71,1549,0
1094522.96,5341596.08,3041823.96,4563,27.29,11.26,1391,0
1094522.96,5341596.08,3041823.96,4045,27.29,11.26,1233,0
1094522.96,5341596.08,3041823.96,3526,27.29,11.26,1075,0
1094522.96,5341596.08,3041823.96,3008,27.29,11.26,917,0
1094522.96,5341596.08,3041823.96,2489,27.29,11.26,759,0
1094522.96,5341596.08,3041823.96,1971,27.29,11.26,601,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,1452,27.29,11.26,443,0
136965,102803,34162,1452,4.17,1.04,443,0
1094522.96,5341596.08,3041823.96,3199,27.29,11.26,975,0
1094522.96,5341596.08,3041823.96,4945,27.29,11.26,1507,0
1094522.96,5341596.08,3041823.96,6692,27.29,11.26,2040,0
1094522.96,5341596.08,3041823.96,8438,27.29,11.26,2572,0
1094522.96,5341596.08,3041823.96,10184,27.29,11.26,3104,0
1094522.96,5341596.08,3041823.96,11931,27.29,11.26,3637,0
232706,188848,43858,13677,7.09,1.34,4169,0
1094522.96,5341596.08,3041823.96,12348,27.29,11.26,3764,0
1094522.96,5341596.08,3041823.96,11019,27.29,11.26,3359,0
1094522.96,5341596.08,3041823.96,9689,27.29,11.26,2953,0
1094522.96,5341596.08,3041823.96,8360,27.29,11.26,2548,0
1094522.96,5341596.08,3041823.96,7031,27.29,11.26,2143,0
1094522.96,5341596.08,3041823.96,5702,27.29,11.26,1738,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
1094522.96,5341596.08,3041823.96,4372,27.29,11.26,1333,0
315780,252499,63281,4372,9.63,1.93,1333,0
1094522.96,5341596.08,3041823.96,5423,27.29,11.26,1653,0
1094522.96,5341596.08,3041823.96,6474,27.29,11.26,1973,0
1094522.96,5341596.08,3041823.96,7525,27.29,11.26,2294,0
1094522.96,5341596.08,3041823.96,8576,27.29,11.26,2614,0
1094522.96,5341596.08,3041823.96,9627,27.29,11.26,2934,0
1094522.96,5341596.08,3041823.96,10678,27.29,11.26,3255,0
1094522.96,5341596.08,3041823.96,11728,27.29,11.26,3575,0
1094522.96,5341596.08,3041823.96,11728,27.29,11.26,3575,0
1094522.96,5341596.08,3041823.96,11728,27.29,11.26,3575,0
1094522.96,5341596.08,3041823.96,11728,27.29,11.26,3575,0
1094522.96,5341596.08,3041823.96,11728,27.29,11.26,3575,0
456521,301801,154720,11728,13.91,4.72,3575,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
1094522.96,5341596.08,3041823.96,1618,27.29,11.26,688,0
12945,12945,3041823.96,1618,0.55,11.26,688,0
1094522.96,5341596.08,3041823.96,1486,27.29,11.26,632,0
1094522.96,5341596.08,3041823.96,1354,27.29,11.26,576,0
1094522.96,5341596.08,3041823.96,1222,27.29,11.26,520,0
1094522.96,5341596.08,3041823.96,1090,27.29,11.26,464,0
1094522.96,5341596.08,3041823.96,959,27.29,11.26,408,0
1094522.96,5341596.08,3041823.96,827,27.29,11.26,352,0
17808,17808,3041823.96,695,0.76,11.26,296,0
1094522.96,5341596.08,3041823.96,940,27.29,11.26,400,0
1094522.96,5341596.08,3041823.96,1185,27.29,11.26,504,0
25040,25040,3041823.96,1430,1.06,11.26,608,0
1094522.96,5341596.08,3041823.96,1746,27.29,11.26,742,0
1094522.96,5341596.08,3041823.96,2061,27.29,11.26,876,0
1094522.96,5341596.08,3041823.96,2377,27.29,11.26,1011,0
36652,36652,3041823.96,2692,1.56,11.26,1145,0
1094522.96,5341596.08,3041823.96,2584,27.29,11.26,1099,0
1094522.96,5341596.08,3041823.96,2476,27.29,11.26,1053,0
41612,41612,3041823.96,2367,1.77,11.26,1007,0
1094522.96,5341596.08,3041823.96,2151,27.29,11.26,915,0
1094522.96,5341596.08,3041823.96,1934,27.29,11.26,822,0
1094522.96,5341596.08,3041823.96,1718,27.29,11.26,731,0
47160,47160,3041823.96,1501,2.01,11.26,638,0
1094522.96,5341596.08,3041823.96,1325,27.29,11.26,563,0
1094522.96,5341596.08,3041823.96,1148,27.29,11.26,488,0
48411,48411,3041823.96,971,2.06,11.26,413,0
1094522.96,5341596.08,3041823.96,826,27.29,11.26,351,0
1094522.96,5341596.08,3041823.96,680,27.29,11.26,289,0
1094522.96,5341596.08,3041823.96,534,27.29,11.26,227,0
49882,49882,3041823.96,389,2.12,11.26,165,0
1094522.96,5341596.08,3041823.96,401,27.29,11.26,171,0
1094522.96,5341596.08,3041823.96,412,27.29,11.26,175,0
1094522.96,5341596.08,3041823.96,424,27.29,11.26,180,0
1094522.96,5341596.08,3041823.96,443,27.29,11.26,188,0
1094522.96,5341596.08,3041823.96,462,27.29,11.26,196,0
1094522.96,5341596.08,3041823.96,480,27.29,11.26,204,0
53375,53375,3041823.96,499,2.27,11.26,212,0
1094522.96,5341596.08,3041823.96,558,27.29,11.26,237,0
1094522.96,5341596.08,3041823.96,616,27.29,11.26,262,0
56101,56101,3041823.96,675,2.39,11.26,287,0
1094522.96,5341596.08,3041823.96,1153,27.29,11.26,490,0
1094522.96,5341596.08,3041823.96,1632,27.29,11.26,694,0
1094522.96,5341596.08,3041823.96,2111,27.29,11.26,898,0
71500,71500,3041823.96,2589,3.04,11.26,1101,0
1094522.96,5341596.08,3041823.96,3288,27.29,11.26,1398,0
1094522.96,5341596.08,3041823.96,3987,27.29,11.26,1695,0
88907,88907,3041823.96,4687,3.78,11.26,1993,0
1094522.96,5341596.08,3041823.96,5249,27.29,11.26,2232,0
1094522.96,5341596.08,3041823.96,5812,27.29,11.26,2471,0
1094522.96,5341596.08,3041823.96,6374,27.29,11.26,2710,0
120055,120055,3041823.96,6936,5.11,11.26,2949,0
1094522.96,5341596.08,3041823.96,6714,27.29,11.26,2855,0
1094522.96,5341596.08,3041823.96,6491,27.29,11.26,2760,0
132782,132782,3041823.96,6268,5.65,11.26,2665,0
1094522.96,5341596.08,3041823.96,5516,27.29,11.26,2346,0
1094522.96,5341596.08,3041823.96,4763,27.29,11.26,2025,0
1094522.96,5341596.08,3041823.96,4011,27.29,11.26,1706,0
142864,142864,3041823.96,3258,6.08,11.26,1385,0
1094522.96,5341596.08,3041823.96,2836,27.29,11.26,1206,0
1094522.96,5341596.08,3041823.96,2414,27.29,11.26,1027,0
146725,146725,3041823.96,1992,6.24,11.26,847,0
1094522.96,5341596.08,3041823.96,1699,27.29,11.26,722,0
1094522.96,5341596.08,3041823.96,1406,27.29,11.26,598,0
1094522.96,5341596.08,3041823.96,1113,27.29,11.26,473,0
1094522.96,5341596.08,3041823.96,820,27.29,11.26,349,0
1094522.96,5341596.08,3041823.96,704,27.29,11.26,299,0
1094522.96,5341596.08,3041823.96,587,27.29,11.26,250,0
150019,150019,3041823.96,471,6.38,11.26,200,0
1094522.96,5341596.08,3041823.96,900,27.29,11.26,383,0
1094522.96,5341596.08,3041823.96,1329,27.29,11.26,565,0
1094522.96,5341596.08,3041823.96,1758,27.29,11.26,748,0
1094522.96,5341596.08,3041823.96,2186,27.29,11.26,930,0
1094522.96,5341596.08,3041823.96,2615,27.29,11.26,1112,0
1094522.96,5341596.08,3041823.96,3044,27.29,11.26,1294,0
174333,151315,23018,3473,7.41,0.98,1477,0
1094522.96,5341596.08,3041823.96,3926,27.29,11.26,1669,0
1094522.96,5341596.08,3041823.96,4378,27.29,11.26,1862,0
1094522.96,5341596.08,3041823.96,4831,27.29,11.26,2054,0
200893,152383,48510,5283,8.54,2.06,2247,0
1094522.96,5341596.08,3041823.96,5672,27.29,11.26,2412,0
1094522.96,5341596.08,3041823.96,6061,27.29,11.26,2577,0
219488,153403,66085,6451,9.33,2.81,2743,0
1094522.96,5341596.08,3041823.96,6291,27.29,11.26,2675,0
1094522.96,5341596.08,3041823.96,6131,27.29,11.26,2607,0
1094522.96,5341596.08,3041823.96,5971,27.29,11.26,2539,0
241568,157288,84280,5811,10.27,3.58,2471,0
1094522.96,5341596.08,3041823.96,5343,27.29,11.26,2272,0
1094522.96,5341596.08,3041823.96,4876,27.29,11.26,2073,0
250345,158863,91482,4408,10.65,3.89,1874,0
1094522.96,5341596.08,3041823.96,3976,27.29,11.26,1691,0
1094522.96,5341596.08,3041823.96,3544,27.29,11.26,1507,0
1094522.96,5341596.08,3041823.96,3111,27.29,11.26,1323,0
260321,160196,100125,2679,11.07,4.26,1139,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
112,112,3041823.96,112,0,11.26,1,0
1109,1109,3041823.96,554,0,11.26,3,0
11470,11470,3041823.96,3823,0.01,11.26,18,0
28543,28543,3041823.96,7136,0.01,11.26,34,0
136519,136519,3041823.96,27304,0.06,11.26,128,0
245877,245877,3041823.96,40980,0.12,11.26,193,0
537774,537774,3041823.96,76825,0.25,11.26,361,0
604722,604722,3041823.96,86373,0.28,11.26,406,0
700608,700608,3041823.96,99928,0.33,11.26,470,0
848883,848883,3041823.96,119630,0.4,11.26,563,0
1129885,1129885,3041823.96,157335,0.53,11.26,740,0
1450900,1450900,3041823.96,187769,0.68,11.26,883,0
1668032,1656851,3041823.96,203165,0.78,11.26,956,0
2003211,1923813,3041823.96,209348,0.94,11.26,985,0
2074059,2046523,3041823.96,209905,0.98,11.26,988,0
2124307,2107624,3041823.96,203386,1,11.26,957,0
2292551,2292551,3041823.96,206238,1.08,11.26,970,0
2521704,2521704,3041823.96,198831,1.19,11.26,935,0
3073057,3073057,3041823.96,231737,1.45,11.26,1090,0
3074906,3074906,3041823.96,200982,1.45,11.26,946,0
3401383,3399421,1962,199739,1.6,0,940,0
3553681,3534004,19677,211375,1.67,0.01,994,0
3605538,3579850,25688,211604,1.7,0.01,996,0
3820207,3786591,33616,218237,1.8,0.02,1027,0
4120332,4069677,50655,228375,1.94,0.02,1074,0
4406835,4326075,80760,190540,2.07,0.04,896,0
4696136,4586270,109866,231604,2.21,0.05,1090,0
5125206,4946738,178468,246260,2.41,0.08,1159,0
5236943,5042713,194230,240466,2.46,0.09,1131,0
5293979,5076110,217869,241206,2.49,0.1,1135,0
5609937,5324317,285620,255676,2.64,0.13,1203,0
5883539,5326007,557532,251887,2.77,0.26,1185,0
6206680,5482925,723755,257121,2.92,0.34,1210,0
6535156,5640483,894673,262717,3.07,0.42,1236,0
6813168,5756361,1056807,241137,3.21,0.5,1134,0
6950802,5817908,1132894,244837,3.27,0.53,1152,0
7028356,5857080,1171276,247768,3.31,0.55,1166,0
7297061,6002873,1294188,241018,3.43,0.61,1134,0
7551676,6116082,1435594,238305,3.55,0.68,1121,0
7799000,6202055,1596945,227474,3.67,0.75,1070,0
8101787,6346769,1755018,223804,3.81,0.83,1053,0
8322042,6437836,1884206,215553,3.92,0.89,1014,0
8433568,6518628,1914940,211824,3.97,0.9,997,0
8465403,6542206,1923197,205292,3.98,0.9,966,0
8841027,6806293,2034734,220567,4.16,0.96,1038,0
9277322,7114219,2163103,246521,4.36,1.02,1160,0
9739676,7417852,2321824,277239,4.58,1.09,1304,0
10169160,7701146,2468014,295339,4.78,1.16,1389,0
1094522.96,5341596.08,3041823.96,269398,27.29,11.26,1267,0
1094522.96,5341596.08,3041823.96,258989,27.29,11.26,1218,0
1094522.96,5341596.08,3041823.96,259965,27.29,11.26,1223,0
1094522.96,5341596.08,3041823.96,211828,27.29,11.26,997,0
10362487,7851531,2510956,155024,4.88,1.18,729,0
10740859,8092244,2648615,143026,5.05,1.25,673,0
11149530,8360366,2789164,140053,5.25,1.31,659,0
11362190,8512960,2849230,164909,5.35,1.34,776,0
11422666,8561847,2860819,168025,5.37,1.35,790,0
11895560,8919356,2976204,230058,5.6,1.4,1082,0
1094522.96,5341596.08,3041823.96,280729,27.29,11.26,1321,0
12682290,9451188,3231102,331400,5.97,1.52,1559,0
13013331,9709526,3303805,324639,6.12,1.55,1527,0
13335728,9970231,3365497,312314,6.27,1.58,1469,0
13479165,10099070,3380095,302425,6.34,1.59,1423,0
13562176,10168973,3393203,305644,6.38,1.6,1438,0
14116560,10609471,3507089,317286,6.64,1.65,1493,0
15209201,11559487,3649714,417182,7.16,1.72,1963,0
15943964,12148769,3795195,465953,7.5,1.79,2192,0
16557071,12639545,3917526,506249,7.79,1.84,2382,0
17032868,13053114,3979754,528163,8.01,1.87,2485,0
17519083,13487207,4031876,577131,8.24,1.9,2715,0
17706983,13659406,4047577,592115,8.33,1.9,2786,0
18082153,13988029,4094124,566513,8.51,1.93,2665,0
18222559,14112509,4110050,430480,8.57,1.93,2025,0
19155981,14921376,4234605,458860,9.01,1.99,2159,0
1094522.96,5341596.08,3041823.96,476765,27.29,11.26,2243,0
20632877,16099532,4533345,514287,9.71,2.13,2419,0
20956770,16377083,4579687,491098,9.86,2.15,2310,0
21070128,16472281,4597847,480449,9.91,2.16,2260,0
21960953,17128933,4832020,554114,10.33,2.27,2607,0
22850791,17791338,5059453,661176,10.75,2.38,3111,0
24197996,18859274,5338722,720288,11.38,2.51,3389,0
24981199,19386057,5595142,726681,11.75,2.63,3419,0
25735314,19886870,5848444,728920,12.11,2.75,3429,0
26548845,20513828,6035017,798868,12.49,2.84,3758,0
26741261,20654434,6086827,810162,12.58,2.86,3811,0
27432994,21080623,6352371,781720,12.91,2.99,3678,0
30801723,23602070,7199653,1135847,14.49,3.39,5344,0
31703967,24197321,7506646,1072282,14.92,3.53,5045,0
1094522.96,5341596.08,3041823.96,1004792,27.29,11.26,4727,0
1094522.96,5341596.08,3041823.96,941458,27.29,11.26,4429,0
1094522.96,5341596.08,3041823.96,869635,27.29,11.26,4091,0
32947066,24350046,8597020,886544,15.5,4.04,4171,0
33755229,24776701,8978528,903176,15.88,4.22,4249,0
33807132,24805515,9001617,429344,15.9,4.23,2020,0
34058640,24918188,9140452,336382,16.02,4.3,1583,0
35024957,25340967,9683990,430031,16.48,4.56,2023,0
37112833,26398005,10714828,683902,17.46,5.04,3217,0
37730651,26687711,11042940,727766,17.75,5.2,3424,0
38027113,26873143,11153970,725721,17.89,5.25,3414,0
38986878,27345796,11641082,747378,18.34,5.48,3516,0
40168799,27920546,12248253,908810,18.9,5.76,4276,0
41003659,28312000,12691659,992146,19.29,5.97,4668,0
41989957,28778338,13211619,995000,19.75,6.22,4681,0
42698862,29149512,13549350,798004,20.09,6.37,3754,0
43036179,29336953,13699226,757933,20.25,6.44,3566,0
43173356,29421191,13752165,735178,20.31,6.47,3459,0
43962159,29865013,14097146,710754,20.68,6.63,3344,0
45273825,30658945,14614880,729289,21.3,6.88,3431,0
46185689,31265483,14920206,740290,21.73,7.02,3483,0
46542392,31504414,15037978,650348,21.9,7.07,3060,0
46875460,31722544,15152916,596657,22.05,7.13,2807,0
1094522.96,5341596.08,3041823.96,571797,27.29,11.26,2690,0
1094522.96,5341596.08,3041823.96,575528,27.29,11.26,2708,0
47365348,32101075,15264273,486170,22.28,7.18,2287,0
48193472,32647725,15545747,417092,22.67,7.31,1962,0
49188608,33332789,15855819,428988,23.14,7.46,2018,0
50308106,34092728,16215378,537959,23.67,7.63,2531,0
52093242,35383566,16709676,745397,24.51,7.86,3507,0
52641583,35731848,16909735,800404,24.77,7.96,3766,0
52771668,35801333,16970335,795659,24.83,7.98,3743,0
53624328,36355939,17268389,894140,25.23,8.12,4207,0
54332240,36844286,17487954,876967,25.56,8.23,4126,0
55098913,37376193,17722720,844329,25.92,8.34,3972,0
55960152,37937840,18022312,807435,26.33,8.48,3799,0
1094522.96,5341596.08,3041823.96,774713,27.29,11.26,3645,0
1094522.96,5341596.08,3041823.96,918676,27.29,11.26,4322,0
1094522.96,5341596.08,3041823.96,1122390,27.29,11.26,5280,0
1094522.96,5341596.08,3041823.96,1222878,27.29,11.26,5753,0
63740557,42702699,21037858,1344045,29.99,9.9,6323,0
64568609,43239648,21328961,1352814,30.38,10.03,6364,0
65268576,43727936,21540640,1329775,30.71,10.13,6256,0
66432341,44564785,21867556,1273730,31.25,10.29,5992,0
66934363,44956732,21977631,1123150,31.49,10.34,5284,0
67088046,45079934,22008112,922807,31.56,10.35,4341,0
67482730,45376214,22106516,756893,31.75,10.4,3561,0
68244216,45940210,22304006,643380,32.11,10.49,3027,0
68919860,46498375,22421485,621607,32.42,10.55,2924,0
70330300,47636424,22693876,723103,33.09,10.68,3402,0
70743531,48007886,22735645,615884,33.28,10.7,2897,0
71429257,48576572,22852685,642128,33.6,10.75,3021,0
71691137,48802098,22889039,657584,33.73,10.77,3094,0
1094522.96,5341596.08,3041823.96,749851,27.29,11.26,3528,0
1094522.96,5341596.08,3041823.96,789718,27.29,11.26,3715,0
74812794,51465240,23347554,841848,35.2,10.98,3961,0
75890097,52429219,23460878,794257,35.7,11.04,3737,0
76758587,53224020,23534567,859294,36.11,11.07,4043,0
1094522.96,5341596.08,3041823.96,859572,27.29,11.26,4044,0
78133938,54489914,23644024,920400,36.76,11.12,4330,0
78906225,55226467,23679758,882077,37.12,11.14,4150,0
80268207,56479200,23789007,927995,37.76,11.19,4366,0
81540602,57676179,23864423,961115,38.36,11.23,4522,0
84102155,60066656,24035499,1173151,39.57,11.31,5519,0
85390996,61270446,24120550,1233201,40.17,11.35,5802,0
86475842,62276105,24199737,1289940,40.68,11.38,6069,0
86960570,62741992,24218578,1260947,40.91,11.39,5932,0
88353063,64034871,24318192,1349548,41.57,11.44,6349,0
90077011,5341596.08,3041823.96,1401258,42.38,11.26,6592,0
91593968,67005097,24588871,1436195,43.09,11.57,6757,0
92917274,68185022,24732252,1259303,43.71,11.64,5924,0
1094522.96,5341596.08,3041823.96,1260296,27.29,11.26,5929,0
1094522.96,5341596.08,3041823.96,1290432,27.29,11.26,6071,0
96804664,71206835,25597829,1406299,45.54,12.04,6616,0
96913929,71291563,25622366,1222981,45.59,12.05,5754,0
98827485,72722360,26105125,1250068,46.49,12.28,5881,0
1094522.96,5341596.08,3041823.96,1315689,27.29,11.26,6190,0
102780096,75783345,26996751,1408975,48.35,12.7,6629,0
1094522.96,5341596.08,3041823.96,1343933,27.29,11.26,6323,0
1094522.96,5341596.08,3041823.96,1278891,27.29,11.26,6017,0
105301611,77653882,27647729,1213850,49.54,13.01,5711,0
106909223,78950076,27959147,1427899,50.3,13.15,6718,0
107628177,79467536,28160641,1257242,50.63,13.25,5915,0
15031,11255,3776,112209.42,49.71,12.49,3376.55,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
1094522.96,5341596.08,3041823.96,182,27.29,11.26,6019,0
16302,11553,4749,182,53.91,15.71,6019,0
1094522.96,5341596.08,3041823.96,189,27.29,11.26,6251,0
1094522.96,5341596.08,3041823.96,196,27.29,11.26,6482,0
1094522.96,5341596.08,3041823.96,203,27.29,11.26,6714,0
1094522.96,5341596.08,3041823.96,210,27.29,11.26,6945,0
1094522.96,5341596.08,3041823.96,217,27.29,11.26,7177,0
1094522.96,5341596.08,3041823.96,224,27.29,11.26,7408,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
1094522.96,5341596.08,3041823.96,231,27.29,11.26,7640,0
19534,12245,7289,231,64.6,24.11,7640,0
1094522.96,5341596.08,3041823.96,213,27.29,11.26,7044,0
1094522.96,5341596.08,3041823.96,195,27.29,11.26,6449,0
1094522.96,5341596.08,3041823.96,177,27.29,11.26,5854,0
1094522.96,5341596.08,3041823.96,160,27.29,11.26,5292,0
1094522.96,5341596.08,3041823.96,142,27.29,11.26,4696,0
1094522.96,5341596.08,3041823.96,124,27.29,11.26,4101,0
20278,12405,7873,106,67.06,26.04,3506,0
1094522.96,5341596.08,3041823.96,114,27.29,11.26,3770,0
1094522.96,5341596.08,3041823.96,122,27.29,11.26,4035,0
1094522.96,5341596.08,3041823.96,130,27.29,11.26,4299,0
