total_vaccs,ppl_vaccd,ppl_fully_vaccd,daily_vaccs,total_vaccs_per_100,ppl_fully_vaccd_per_100,daily_vaccs_per_million,clusters
1094522.96,5341596.08,3041823.96,62,27.29,11.26,2,0
394930,320129,74801,62,1.26,0.24,2,0
1094522.96,5341596.08,3041823.96,496,27.29,11.26,16,0
1094522.96,5341596.08,3041823.96,931,27.29,11.26,30,0
1094522.96,5341596.08,3041823.96,1365,27.29,11.26,44,0
1094522.96,5341596.08,3041823.96,1800,27.29,11.26,58,0
1094522.96,5341596.08,3041823.96,2235,27.29,11.26,72,0
1094522.96,5341596.08,3041823.96,2669,27.29,11.26,85,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
1094522.96,5341596.08,3041823.96,3104,27.29,11.26,99,0
438382,341707,96675,3104,1.4,0.31,99,0
1094522.96,5341596.08,3041823.96,3567,27.29,11.26,114,0
1094522.96,5341596.08,3041823.96,4030,27.29,11.26,129,0
1094522.96,5341596.08,3041823.96,4493,27.29,11.26,144,0
1094522.96,5341596.08,3041823.96,4956,27.29,11.26,159,0
1094522.96,5341596.08,3041823.96,5419,27.29,11.26,173,0
1094522.96,5341596.08,3041823.96,5883,27.29,11.26,188,0
1094522.96,5341596.08,3041823.96,6346,27.29,11.26,203,0
1094522.96,5341596.08,3041823.96,6346,27.29,11.26,203,0
1094522.96,5341596.08,3041823.96,6346,27.29,11.26,203,0
1094522.96,5341596.08,3041823.96,6346,27.29,11.26,203,0
508184,354572,153612,6346,1.63,0.49,203,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
3800,3800,3041823.96,3800,0.01,11.26,70,0
1094522.96,5341596.08,3041823.96,22800,27.29,11.26,419,0
1094522.96,5341596.08,3041823.96,29133,27.29,11.26,535,0
1094522.96,5341596.08,3041823.96,32300,27.29,11.26,594,0
1094522.96,5341596.08,3041823.96,34200,27.29,11.26,629,0
1094522.96,5341596.08,3041823.96,35467,27.29,11.26,652,0
1094522.96,5341596.08,3041823.96,36371,27.29,11.26,668,0
1094522.96,5341596.08,3041823.96,41800,27.29,11.26,768,0
1094522.96,5341596.08,3041823.96,41800,27.29,11.26,768,0
380000,380000,3041823.96,41800,0.7,11.26,768,0
1094522.96,5341596.08,3041823.96,37575,27.29,11.26,691,0
1094522.96,5341596.08,3041823.96,33349,27.29,11.26,613,0
1094522.96,5341596.08,3041823.96,29124,27.29,11.26,535,0
1094522.96,5341596.08,3041823.96,24898,27.29,11.26,458,0
1094522.96,5341596.08,3041823.96,20673,27.29,11.26,380,0
1094522.96,5341596.08,3041823.96,16448,27.29,11.26,302,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1094522.96,5341596.08,3041823.96,12222,27.29,11.26,225,0
1040000,1000000,40000,12222,1.91,0.07,225,0
1094522.96,5341596.08,3041823.96,15197,27.29,11.26,279,0
1094522.96,5341596.08,3041823.96,18171,27.29,11.26,334,0
1094522.96,5341596.08,3041823.96,21146,27.29,11.26,389,0
1094522.96,5341596.08,3041823.96,24120,27.29,11.26,443,0
1094522.96,5341596.08,3041823.96,27095,27.29,11.26,498,0
1094522.96,5341596.08,3041823.96,30069,27.29,11.26,553,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1094522.96,5341596.08,3041823.96,33043,27.29,11.26,607,0
1800000,1500000,300000,33043,3.31,0.55,607,0
1094522.96,5341596.08,3041823.96,37982,27.29,11.26,698,0
1094522.96,5341596.08,3041823.96,42921,27.29,11.26,789,0
1094522.96,5341596.08,3041823.96,47860,27.29,11.26,880,0
1094522.96,5341596.08,3041823.96,52798,27.29,11.26,970,0
1094522.96,5341596.08,3041823.96,57737,27.29,11.26,1061,0
1094522.96,5341596.08,3041823.96,62676,27.29,11.26,1152,0
1094522.96,5341596.08,3041823.96,67615,27.29,11.26,1243,0
1094522.96,5341596.08,3041823.96,67615,27.29,11.26,1243,0
1094522.96,5341596.08,3041823.96,67615,27.29,11.26,1243,0
1094522.96,5341596.08,3041823.96,67615,27.29,11.26,1243,0
2543762,1689551,854211,67615,4.68,1.57,1243,0
1094522.96,5341596.08,3041823.96,65116,27.29,11.26,1197,0
1094522.96,5341596.08,3041823.96,62618,27.29,11.26,1151,0
1094522.96,5341596.08,3041823.96,60120,27.29,11.26,1105,0
1094522.96,5341596.08,3041823.96,57621,27.29,11.26,1059,0
1094522.96,5341596.08,3041823.96,55123,27.29,11.26,1013,0
1094522.96,5341596.08,3041823.96,52625,27.29,11.26,967,0
1094522.96,5341596.08,3041823.96,50126,27.29,11.26,921,0
1094522.96,5341596.08,3041823.96,50126,27.29,11.26,921,0
2994900,1772177,1222723,50126,5.5,2.25,921,0
1094522.96,5341596.08,3041823.96,45283,27.29,11.26,832,0
1094522.96,5341596.08,3041823.96,40440,27.29,11.26,743,0
1094522.96,5341596.08,3041823.96,35597,27.29,11.26,654,0
1094522.96,5341596.08,3041823.96,30753,27.29,11.26,565,0
1094522.96,5341596.08,3041823.96,25910,27.29,11.26,476,0
1094522.96,5341596.08,3041823.96,21067,27.29,11.26,387,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
1094522.96,5341596.08,3041823.96,16224,27.29,11.26,298,0
3368042,1840758,1527284,16224,6.19,2.81,298,0
1094522.96,5341596.08,3041823.96,14631,27.29,11.26,269,0
1094522.96,5341596.08,3041823.96,13038,27.29,11.26,240,0
1094522.96,5341596.08,3041823.96,11446,27.29,11.26,210,0
1094522.96,5341596.08,3041823.96,9853,27.29,11.26,181,0
1094522.96,5341596.08,3041823.96,8261,27.29,11.26,152,0
1094522.96,5341596.08,3041823.96,6668,27.29,11.26,123,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
1094522.96,5341596.08,3041823.96,5075,27.29,11.26,93,0
3500000,5341596.08,3041823.96,5075,6.43,11.26,93,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
1094522.96,5341596.08,3041823.96,22,27.29,11.26,9,0
152,152,3041823.96,22,0.01,11.26,9,0
1094522.96,5341596.08,3041823.96,51,27.29,11.26,20,0
1094522.96,5341596.08,3041823.96,80,27.29,11.26,31,0
1094522.96,5341596.08,3041823.96,109,27.29,11.26,43,0
1094522.96,5341596.08,3041823.96,138,27.29,11.26,54,0
1094522.96,5341596.08,3041823.96,167,27.29,11.26,66,0
1501,1501,3041823.96,196,0.06,11.26,77,0
1851,1851,3041823.96,243,0.07,11.26,96,0
1094522.96,5341596.08,3041823.96,228,27.29,11.26,90,0
2094,2094,3041823.96,213,0.08,11.26,84,0
1094522.96,5341596.08,3041823.96,193,27.29,11.26,76,0
1094522.96,5341596.08,3041823.96,174,27.29,11.26,68,0
1094522.96,5341596.08,3041823.96,154,27.29,11.26,61,0
1094522.96,5341596.08,3041823.96,134,27.29,11.26,53,0
2526,2526,3041823.96,96,0.1,11.26,38,0
1094522.96,5341596.08,3041823.96,82,27.29,11.26,32,0
1094522.96,5341596.08,3041823.96,69,27.29,11.26,27,0
2598,2598,3041823.96,60,0.1,11.26,24,0
2875,2875,3041823.96,87,0.11,11.26,34,0
3122,3122,3041823.96,110,0.12,11.26,43,0
3282,3282,3041823.96,120,0.13,11.26,47,0
3587,3587,3041823.96,152,0.14,11.26,60,0
3993,3993,3041823.96,206,0.16,11.26,81,0
4493,4493,3041823.96,274,0.18,11.26,108,0
4620,4620,3041823.96,289,0.18,11.26,114,0
4748,4620,128,268,0.19,0.01,105,0
5699,5536,163,368,0.22,0.01,145,0
6237,5998,239,422,0.25,0.01,166,0
7417,7120,297,547,0.29,0.01,215,0
9955,9460,495,852,0.39,0.02,335,0
12550,11692,858,1151,0.49,0.03,453,0
12833,11971,862,1173,0.51,0.03,462,0
1094522.96,5341596.08,3041823.96,1497,27.29,11.26,589,0
1094522.96,5341596.08,3041823.96,1702,27.29,11.26,670,0
20005,18837,1168,1967,0.79,0.05,774,0
1094522.96,5341596.08,3041823.96,1920,27.29,11.26,756,0
21707,20315,1392,1679,0.85,0.05,661,0
25048,23425,1623,1785,0.99,0.06,703,0
1094522.96,5341596.08,3041823.96,1900,27.29,11.26,748,0
1094522.96,5341596.08,3041823.96,1714,27.29,11.26,675,0
1094522.96,5341596.08,3041823.96,1528,27.29,11.26,601,0
29397,27648,1749,1342,1.16,0.07,528,0
34657,32698,1959,1972,1.36,0.08,776,0
36417,34346,2071,2101,1.43,0.08,827,0
39878,37578,2300,2119,1.57,0.09,834,0
40120,37819,2301,1998,1.58,0.09,786,0
41675,39339,2336,2065,1.64,0.09,813,0
44586,42088,2498,2325,1.75,0.1,915,0
47182,44579,2603,2541,1.86,0.1,1000,0
47626,45003,2623,1853,1.87,0.1,729,0
50361,47632,2729,1992,1.98,0.11,784,0
53163,50222,2941,1898,2.09,0.12,747,0
53402,50339,3063,1897,2.1,0.12,747,0
53849,50784,3065,1739,2.12,0.12,684,0
56996,53578,3418,1773,2.24,0.13,698,0
60539,56759,3780,1908,2.38,0.15,751,0
1094522.96,5341596.08,3041823.96,2234,27.29,11.26,879,0
65988,60809,5179,2232,2.6,0.2,878,0
66759,61086,5673,1942,2.63,0.22,764,0
67659,61986,5673,2037,2.66,0.22,802,0
1094522.96,5341596.08,3041823.96,2123,27.29,11.26,836,0
69765,63309,6456,1824,2.75,0.25,718,0
72533,65037,7496,1713,2.85,0.3,674,0
74662,66344,8318,1628,2.94,0.33,641,0
1094522.96,5341596.08,3041823.96,1361,27.29,11.26,536,0
76370,67593,8777,1373,3.01,0.35,540,0
76578,67706,8872,1274,3.01,0.35,501,0
76949,67864,9085,1177,3.03,0.36,463,0
78720,69146,9574,1279,3.1,0.38,503,0
80585,70585,10000,1150,3.17,0.39,453,0
82907,72371,10536,1178,3.26,0.41,464,0
85243,74110,11133,1390,3.35,0.44,547,0
87457,75964,11493,1584,3.44,0.45,623,0
87474,75977,11497,1557,3.44,0.45,613,0
87859,76251,11608,1559,3.46,0.46,614,0
90718,78397,12321,1714,3.57,0.48,675,0
93061,80193,12868,1782,3.66,0.51,701,0
96433,82845,13588,1932,3.8,0.53,760,0
99782,85539,14243,2077,3.93,0.56,817,0
100793,86409,14384,1905,3.97,0.57,750,0
102549,87863,14686,2154,4.04,0.58,848,0
103605,88649,14956,2249,4.08,0.59,885,0
107796,91797,15999,2440,4.24,0.63,960,0
112691,95476,17215,2804,4.44,0.68,1104,0
116733,98646,18087,2900,4.59,0.71,1141,0
121012,101933,19079,3033,4.76,0.75,1194,0
123954,104103,19851,3309,4.88,0.78,1302,0
124064,104199,19865,3074,4.88,0.78,1210,0
124460,104530,19930,2979,4.9,0.78,1172,0
128610,107611,20999,2973,5.06,0.83,1170,0
132060,110597,21463,2767,5.2,0.84,1089,0
135058,112773,22285,2618,5.32,0.88,1030,0
139022,115947,23075,2573,5.47,0.91,1013,0
141164,117632,23532,2459,5.56,0.93,968,0
141209,117668,23541,2449,5.56,0.93,964,0
1094522.96,5341596.08,3041823.96,2579,27.29,11.26,1015,0
143813,119571,24242,2172,5.66,0.95,855,0
145957,121095,24862,1985,5.74,0.98,781,0
147803,122381,25422,1821,5.82,1,717,0
149232,123439,25793,1459,5.87,1.02,574,0
150322,124154,26168,1308,5.92,1.03,515,0
150363,124192,26171,1308,5.92,1.03,515,0
150911,124586,26325,1200,5.94,1.04,472,0
0,0,3041823.96,112209.42,0,11.26,3376.55,0
168,168,3041823.96,168,1.55,11.26,15507,0
1094522.96,5341596.08,3041823.96,108,27.29,11.26,9969,0
1094522.96,5341596.08,3041823.96,88,27.29,11.26,8123,0
1094522.96,5341596.08,3041823.96,78,27.29,11.26,7200,0
1094522.96,5341596.08,3041823.96,72,27.29,11.26,6646,0
1094522.96,5341596.08,3041823.96,68,27.29,11.26,6277,0
1094522.96,5341596.08,3041823.96,65,27.29,11.26,6000,0
1094522.96,5341596.08,3041823.96,48,27.29,11.26,4430,0
1094522.96,5341596.08,3041823.96,48,27.29,11.26,4430,0
1094522.96,5341596.08,3041823.96,48,27.29,11.26,4430,0
1094522.96,5341596.08,3041823.96,48,27.29,11.26,4430,0
700,700,3041823.96,48,6.46,11.26,4430,0
1094522.96,5341596.08,3041823.96,76,27.29,11.26,7015,0
1094522.96,5341596.08,3041823.96,103,27.29,11.26,9507,0
1094522.96,5341596.08,3041823.96,130,27.29,11.26,11999,0
1094522.96,5341596.08,3041823.96,157,27.29,11.26,14491,0
1094522.96,5341596.08,3041823.96,185,27.29,11.26,17076,0
1094522.96,5341596.08,3041823.96,212,27.29,11.26,19568,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
1094522.96,5341596.08,3041823.96,239,27.29,11.26,22060,0
7392,7392,3041823.96,239,68.23,11.26,22060,0
1094522.96,5341596.08,3041823.96,205,27.29,11.26,18922,0
1094522.96,5341596.08,3041823.96,171,27.29,11.26,15784,0
1094522.96,5341596.08,3041823.96,138,27.29,11.26,12738,0
1094522.96,5341596.08,3041823.96,104,27.29,11.26,9599,0
1094522.96,5341596.08,3041823.96,70,27.29,11.26,6461,0
1094522.96,5341596.08,3041823.96,36,27.29,11.26,3323,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
7438,7438,3041823.96,2,68.65,11.26,185,0
1094522.96,5341596.08,3041823.96,2,27.29,11.26,185,0
1094522.96,5341596.08,3041823.96,3,27.29,11.26,277,0
1094522.96,5341596.08,3041823.96,3,27.29,11.26,277,0
1094522.96,5341596.08,3041823.96,3,27.29,11.26,277,0
1094522.96,5341596.08,3041823.96,3,27.29,11.26,277,0
1094522.96,5341596.08,3041823.96,3,27.29,11.26,277,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
1094522.96,5341596.08,3041823.96,4,27.29,11.26,369,0
7486,7486,3041823.96,4,69.1,11.26,369,0
1094522.96,5341596.08,3041823.96,36,27.29,11.26,3323,0
1094522.96,5341596.08,3041823.96,68,27.29,11.26,6277,0
1094522.96,5341596.08,3041823.96,100,27.29,11.26,9230,0
1094522.96,5341596.08,3041823.96,132,27.29,11.26,12184,0
1094522.96,5341596.08,3041823.96,164,27.29,11.26,15138,0
1094522.96,5341596.08,3041823.96,196,27.29,11.26,18091,0
1094522.96,5341596.08,3041823.96,228,27.29,11.26,21045,0
9313,7499,1814,228,85.96,16.74,21045,0
0,5341596.08,3041823.96,112209.42,0,11.26,3376.55,0
1094522.96,5341596.08,3041823.96,18862,27.29,11.26,647,0
1094522.96,5341596.08,3041823.96,18862,27.29,11.26,647,0
1094522.96,5341596.08,3041823.96,18862,27.29,11.26,647,0
1094522.96,5341596.08,3041823.96,18862,27.29,11.26,647,0
1094522.96,5341596.08,3041823.96,18862,27.29,11.26,647,0
113175,113175,3041823.96,18862,0.39,11.26,647,0
1094522.96,5341596.08,3041823.96,18326,27.29,11.26,629,0
1094522.96,5341596.08,3041823.96,17789,27.29,11.26,611,0
158487,158487,3041823.96,17252,0.54,11.26,592,0
1094522.96,5341596.08,3041823.96,16734,27.29,11.26,574,0
1094522.96,5341596.08,3041823.96,16216,27.29,11.26,557,0
1094522.96,5341596.08,3041823.96,15698,27.29,11.26,539,0
1094522.96,5341596.08,3041823.96,15179,27.29,11.26,521,0
1094522.96,5341596.08,3041823.96,15198,27.29,11.26,522,0
1094522.96,5341596.08,3041823.96,15217,27.29,11.26,522,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
1094522.96,5341596.08,3041823.96,15236,27.29,11.26,523,0
402264,402264,3041823.96,15236,1.38,11.26,523,0
1094522.96,5341596.08,3041823.96,19397,27.29,11.26,666,0
1094522.96,5341596.08,3041823.96,23557,27.29,11.26,808,0
1094522.96,5341596.08,3041823.96,27718,27.29,11.26,951,0
1094522.96,5341596.08,3041823.96,31879,27.29,11.26,1094,0
1094522.96,5341596.08,3041823.96,36039,27.29,11.26,1237,0
1094522.96,5341596.08,3041823.96,40200,27.29,11.26,1380,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1094522.96,5341596.08,3041823.96,44361,27.29,11.26,1523,0
1600000,1600000,3041823.96,44361,5.49,11.26,1523,0
1094522.96,5341596.08,3041823.96,38864,27.29,11.26,1334,0
1094522.96,5341596.08,3041823.96,33367,27.29,11.26,1145,0
1094522.96,5341596.08,3041823.96,27870,27.29,11.26,957,0
1094522.96,5341596.08,3041823.96,22373,27.29,11.26,768,0
1094522.96,5341596.08,3041823.96,16876,27.29,11.26,579,0
1094522.96,5341596.08,3041823.96,11379,27.29,11.26,391,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1094522.96,5341596.08,3041823.96,5882,27.29,11.26,202,0
1700000,1700000,3041823.96,5882,5.83,11.26,202,0
1094522.96,5341596.08,3041823.96,12630,27.29,11.26,433,0
