,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
16614,Malta,MLT,12/04/2021,249400,175347,74053,4320,56.48,16.77,9784,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16615,Malta,MLT,13/04/2021,254885,178292,76593,4552,57.73,17.35,10309,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16616,Malta,MLT,14/04/2021,259272,181133,78139,4524,58.72,17.7,10246,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16617,Malta,MLT,15/04/2021,264658,183987,80671,4618,59.94,18.27,10459,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16618,Malta,MLT,16/04/2021,269763,187277,82486,4565,61.1,18.68,10339,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16619,Malta,MLT,17/04/2021,274641,190489,84152,4808,62.2,19.06,10889,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16620,Malta,MLT,18/04/2021,276516,191583,84933,4543,62.63,19.24,10289,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16621,Malta,MLT,19/04/2021,282841,195071,87770,4777,64.06,19.88,10819,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16622,Malta,MLT,20/04/2021,288797,198624,90173,4845,65.41,20.42,10973,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16623,Malta,MLT,21/04/2021,295587,201860,93727,5188,66.94,21.23,11750,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16624,Malta,MLT,22/04/2021,301594,204963,96631,5277,68.31,21.89,11951,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16625,Malta,MLT,23/04/2021,307636,208959,98677,5410,69.67,22.35,12253,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16626,Malta,MLT,24/04/2021,311559,211985,99574,5274,70.56,22.55,11945,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16627,Malta,MLT,25/04/2021,313279,212593,100686,5252,70.95,22.8,11895,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16628,Malta,MLT,26/04/2021,318706,216171,102535,5124,72.18,23.22,11605,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16629,Malta,MLT,27/04/2021,323324,219442,103882,4932,73.23,23.53,11170,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16630,Malta,MLT,28/04/2021,326934,222470,104464,4478,74.04,23.66,10142,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16631,Malta,MLT,29/04/2021,331438,225810,105628,4263,75.06,23.92,9655,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16632,Malta,MLT,30/04/2021,335848,228810,107038,4030,76.06,24.24,9127,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16633,Malta,MLT,1/05/2021,339727,231511,108216,4024,76.94,24.51,9114,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16634,Malta,MLT,2/05/2021,341909,233193,108716,4090,77.44,24.62,9263,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16635,Malta,MLT,3/05/2021,346951,237018,109933,4035,78.58,24.9,9138,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16636,Malta,MLT,4/05/2021,352421,241103,111318,4157,79.82,25.21,9415,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16637,Malta,MLT,5/05/2021,359429,246698,112731,4642,81.4,25.53,10513,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16638,Malta,MLT,6/05/2021,365902,251787,115333,4923,82.87,26.12,11150,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16639,Malta,MLT,7/05/2021,372620,255633,118209,5253,84.39,26.77,11897,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16640,Malta,MLT,8/05/2021,375986,257781,119427,5180,85.15,27.05,11732,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16641,Malta,MLT,9/05/2021,379951,258766,121185,5435,86.05,27.45,12309,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16642,Malta,MLT,10/05/2021,386760,265361,123843,5687,87.59,28.05,12880,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16643,Malta,MLT,11/05/2021,392929,268118,127255,5787,88.99,28.82,13106,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16644,Malta,MLT,12/05/2021,400118,272025,130537,5813,90.62,29.56,13165,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16645,Malta,MLT,13/05/2021,406921,276041,133332,5860,92.16,30.2,13272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16646,Malta,MLT,14/05/2021,414632,280134,136975,6002,93.91,31.02,13593,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16647,Malta,MLT,15/05/2021,420815,283229,141143,6404,95.31,31.97,14504,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16648,Malta,MLT,16/05/2021,424325,284395,143487,6339,96.1,32.5,14357,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16649,Malta,MLT,17/05/2021,430508,286709,147667,6250,97.5,33.44,14155,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16650,Malta,MLT,18/05/2021,437654,289855,152581,6389,99.12,34.56,14470,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16651,Malta,MLT,19/05/2021,445830,293178,158489,6530,100.97,35.89,14789,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16652,Malta,MLT,20/05/2021,453711,296548,164113,6684,102.76,37.17,15138,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16653,Malta,MLT,21/05/2021,461215,299549,169177,6655,104.46,38.32,15072,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16654,Malta,MLT,22/05/2021,468829,301274,175246,6859,106.18,39.69,15534,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16655,Malta,MLT,23/05/2021,474475,302933,180243,7164,107.46,40.82,16225,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16656,Malta,MLT,24/05/2021,482577,308002,183556,7438,109.29,41.57,16846,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16657,Malta,MLT,25/05/2021,490524,310403,189055,7553,111.09,42.82,17106,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16658,Malta,MLT,26/05/2021,498726,311903,195856,7557,112.95,44.36,17115,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16659,Malta,MLT,27/05/2021,505100,314030,200199,7341,114.4,45.34,16626,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16660,Malta,MLT,28/05/2021,509312,315748,202795,6871,115.35,45.93,15561,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16661,Malta,MLT,29/05/2021,512214,316224,205221,6198,116.01,46.48,14037,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16662,Malta,MLT,30/05/2021,515662,316747,208118,5884,116.79,47.13,13326,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16663,Malta,MLT,31/05/2021,519994,318743,210486,5345,117.77,47.67,12105,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16664,Malta,MLT,1/06/2021,528592,319574,218321,5438,119.72,49.45,12316,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16665,Malta,MLT,2/06/2021,534639,322359,221595,5130,121.09,50.19,11618,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16666,Malta,MLT,3/06/2021,541178,324295,226341,5154,122.57,51.26,11673,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16667,Malta,MLT,4/06/2021,546637,325511,230594,5332,123.8,52.23,12076,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16668,Malta,MLT,5/06/2021,551494,327155,233826,5611,124.9,52.96,12708,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16669,Malta,MLT,6/06/2021,553814,328168,235133,5450,125.43,53.25,12343,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16670,Malta,MLT,7/06/2021,558320,329000,238807,5475,126.45,54.09,12400,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16671,Malta,MLT,8/06/2021,564718,330970,243252,5161,127.9,55.09,11689,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16672,Malta,MLT,9/06/2021,570513,333197,246964,5125,129.21,55.93,11607,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16673,Malta,MLT,10/06/2021,576256,334367,251553,5011,130.51,56.97,11349,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16674,Malta,MLT,11/06/2021,582206,335791,256079,5081,131.86,58,11507,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16675,Malta,MLT,12/06/2021,587160,339176,258929,5095,132.98,58.64,11539,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16676,Malta,MLT,13/06/2021,589507,340028,260424,5099,133.51,58.98,11548,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16677,Malta,MLT,14/06/2021,596074,341941,265090,5393,135,60.04,12214,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16678,Malta,MLT,15/06/2021,604033,344272,270754,5616,136.8,61.32,12719,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16679,Malta,MLT,16/06/2021,609867,346576,274321,5622,138.12,62.13,12733,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16680,Malta,MLT,17/06/2021,616102,348633,278588,5692,139.54,63.09,12891,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16681,Malta,MLT,18/06/2021,621674,350092,282709,5638,140.8,64.03,12769,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16682,Malta,MLT,19/06/2021,625844,351962,285817,5526,141.74,64.73,12515,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16683,Malta,MLT,20/06/2021,628735,352478,288195,5604,142.4,65.27,12692,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16684,Malta,MLT,21/06/2021,631446,353164,290280,5053,143.01,65.74,11444,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16685,Malta,MLT,22/06/2021,636059,353584,294650,4575,144.05,66.73,10361,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16686,Malta,MLT,23/06/2021,640729,353895,299151,4409,145.11,67.75,9986,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16687,Malta,MLT,24/06/2021,646651,355100,303939,4364,146.45,68.84,9884,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16688,Malta,MLT,25/06/2021,650411,355277,307591,4105,147.31,69.66,9297,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16689,Malta,MLT,26/06/2021,653005,356128,309871,3880,147.89,70.18,8787,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16690,Malta,MLT,27/06/2021,654649,356209,311453,3702,148.27,70.54,8384,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16691,Malta,MLT,28/06/2021,659488,357171,315768,4006,149.36,71.52,9073,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16692,Malta,MLT,29/06/2021,664859,358168,320604,4114,150.58,72.61,9317,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16693,Malta,MLT,30/06/2021,670759,359169,325891,4290,151.91,73.81,9716,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16694,Malta,MLT,1/07/2021,675014,360364,328960,4052,152.88,74.5,9177,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16695,Malta,MLT,2/07/2021,679538,361287,332650,4161,153.9,75.34,9424,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16696,Malta,MLT,3/07/2021,682731,362262,335153,4247,154.63,75.91,9619,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16697,Malta,MLT,4/07/2021,685024,362986,336800,4339,155.14,76.28,9827,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16698,Malta,MLT,5/07/2021,689924,364277,340423,4348,156.25,77.1,9847,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16699,Mauritania,MRT,26/03/2021,0,0,3041823.96,112209.42,0,11.26,3376.55,"Oxford/AstraZeneca, Sinopharm/Beijing"
16700,Mauritania,MRT,27/03/2021,1094522.96,5341596.08,3041823.96,228,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16701,Mauritania,MRT,28/03/2021,1094522.96,5341596.08,3041823.96,228,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16702,Mauritania,MRT,29/03/2021,1094522.96,5341596.08,3041823.96,228,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16703,Mauritania,MRT,30/03/2021,1094522.96,5341596.08,3041823.96,228,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16704,Mauritania,MRT,31/03/2021,1094522.96,5341596.08,3041823.96,228,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16705,Mauritania,MRT,1/04/2021,1366,1366,3041823.96,228,0.03,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16706,Mauritania,MRT,2/04/2021,1094522.96,5341596.08,3041823.96,227,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16707,Mauritania,MRT,3/04/2021,1094522.96,5341596.08,3041823.96,226,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16708,Mauritania,MRT,4/04/2021,1094522.96,5341596.08,3041823.96,226,27.29,11.26,49,"Oxford/AstraZeneca, Sinopharm/Beijing"
16709,Mauritania,MRT,5/04/2021,1094522.96,5341596.08,3041823.96,225,27.29,11.26,48,"Oxford/AstraZeneca, Sinopharm/Beijing"
16710,Mauritania,MRT,6/04/2021,1094522.96,5341596.08,3041823.96,225,27.29,11.26,48,"Oxford/AstraZeneca, Sinopharm/Beijing"
16711,Mauritania,MRT,7/04/2021,1094522.96,5341596.08,3041823.96,224,27.29,11.26,48,"Oxford/AstraZeneca, Sinopharm/Beijing"
16712,Mauritania,MRT,8/04/2021,2930,2930,3041823.96,223,0.06,11.26,48,"Oxford/AstraZeneca, Sinopharm/Beijing"
16713,Mauritania,MRT,9/04/2021,1094522.96,5341596.08,3041823.96,250,27.29,11.26,54,"Oxford/AstraZeneca, Sinopharm/Beijing"
16714,Mauritania,MRT,10/04/2021,1094522.96,5341596.08,3041823.96,277,27.29,11.26,60,"Oxford/AstraZeneca, Sinopharm/Beijing"
16715,Mauritania,MRT,11/04/2021,1094522.96,5341596.08,3041823.96,304,27.29,11.26,65,"Oxford/AstraZeneca, Sinopharm/Beijing"
16716,Mauritania,MRT,12/04/2021,1094522.96,5341596.08,3041823.96,330,27.29,11.26,71,"Oxford/AstraZeneca, Sinopharm/Beijing"
16717,Mauritania,MRT,13/04/2021,1094522.96,5341596.08,3041823.96,357,27.29,11.26,77,"Oxford/AstraZeneca, Sinopharm/Beijing"
16718,Mauritania,MRT,14/04/2021,1094522.96,5341596.08,3041823.96,384,27.29,11.26,83,"Oxford/AstraZeneca, Sinopharm/Beijing"
16719,Mauritania,MRT,15/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16720,Mauritania,MRT,16/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16721,Mauritania,MRT,17/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16722,Mauritania,MRT,18/04/2021,7038,7038,3041823.96,411,0.15,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16723,Mauritania,MRT,19/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16724,Mauritania,MRT,20/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16725,Mauritania,MRT,21/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16726,Mauritania,MRT,22/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16727,Mauritania,MRT,23/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16728,Mauritania,MRT,24/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16729,Mauritania,MRT,25/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16730,Mauritania,MRT,26/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16731,Mauritania,MRT,27/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16732,Mauritania,MRT,28/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16733,Mauritania,MRT,29/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16734,Mauritania,MRT,30/04/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16735,Mauritania,MRT,1/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16736,Mauritania,MRT,2/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16737,Mauritania,MRT,3/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16738,Mauritania,MRT,4/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16739,Mauritania,MRT,5/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16740,Mauritania,MRT,6/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16741,Mauritania,MRT,7/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16742,Mauritania,MRT,8/05/2021,1094522.96,5341596.08,3041823.96,411,27.29,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16743,Mauritania,MRT,9/05/2021,15661,15661,3041823.96,411,0.34,11.26,88,"Oxford/AstraZeneca, Sinopharm/Beijing"
16744,Mauritania,MRT,10/05/2021,1094522.96,5341596.08,3041823.96,472,27.29,11.26,102,"Oxford/AstraZeneca, Sinopharm/Beijing"
16745,Mauritania,MRT,11/05/2021,1094522.96,5341596.08,3041823.96,533,27.29,11.26,115,"Oxford/AstraZeneca, Sinopharm/Beijing"
16746,Mauritania,MRT,12/05/2021,1094522.96,5341596.08,3041823.96,595,27.29,11.26,128,"Oxford/AstraZeneca, Sinopharm/Beijing"
16747,Mauritania,MRT,13/05/2021,1094522.96,5341596.08,3041823.96,656,27.29,11.26,141,"Oxford/AstraZeneca, Sinopharm/Beijing"
16748,Mauritania,MRT,14/05/2021,1094522.96,5341596.08,3041823.96,717,27.29,11.26,154,"Oxford/AstraZeneca, Sinopharm/Beijing"
16749,Mauritania,MRT,15/05/2021,1094522.96,5341596.08,3041823.96,779,27.29,11.26,168,"Oxford/AstraZeneca, Sinopharm/Beijing"
16750,Mauritania,MRT,16/05/2021,1094522.96,5341596.08,3041823.96,840,27.29,11.26,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16751,Mauritania,MRT,17/05/2021,1094522.96,5341596.08,3041823.96,840,27.29,11.26,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16752,Mauritania,MRT,18/05/2021,1094522.96,5341596.08,3041823.96,840,27.29,11.26,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16753,Mauritania,MRT,19/05/2021,1094522.96,5341596.08,3041823.96,840,27.29,11.26,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16754,Mauritania,MRT,20/05/2021,1094522.96,5341596.08,3041823.96,840,27.29,11.26,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16755,Mauritania,MRT,21/05/2021,25741,19468,6273,840,0.55,0.13,181,"Oxford/AstraZeneca, Sinopharm/Beijing"
16756,Mauritania,MRT,22/05/2021,1094522.96,5341596.08,3041823.96,909,27.29,11.26,195,"Oxford/AstraZeneca, Sinopharm/Beijing"
16757,Mauritania,MRT,23/05/2021,28382,22109,6273,977,0.61,0.13,210,"Oxford/AstraZeneca, Sinopharm/Beijing"
16758,Mauritania,MRT,24/05/2021,1094522.96,5341596.08,3041823.96,876,27.29,11.26,188,"Oxford/AstraZeneca, Sinopharm/Beijing"
16759,Mauritania,MRT,25/05/2021,1094522.96,5341596.08,3041823.96,774,27.29,11.26,166,"Oxford/AstraZeneca, Sinopharm/Beijing"
16760,Mauritania,MRT,26/05/2021,28770,22360,6410,673,0.62,0.14,145,"Oxford/AstraZeneca, Sinopharm/Beijing"
16761,Mauritania,MRT,27/05/2021,1094522.96,5341596.08,3041823.96,797,27.29,11.26,171,"Oxford/AstraZeneca, Sinopharm/Beijing"
16762,Mauritania,MRT,28/05/2021,1094522.96,5341596.08,3041823.96,922,27.29,11.26,198,"Oxford/AstraZeneca, Sinopharm/Beijing"
16763,Mauritania,MRT,29/05/2021,1094522.96,5341596.08,3041823.96,978,27.29,11.26,210,"Oxford/AstraZeneca, Sinopharm/Beijing"
16764,Mauritania,MRT,30/05/2021,1094522.96,5341596.08,3041823.96,1034,27.29,11.26,222,"Oxford/AstraZeneca, Sinopharm/Beijing"
16765,Mauritania,MRT,31/05/2021,37331,30561,6770,1260,0.8,0.15,271,"Oxford/AstraZeneca, Sinopharm/Beijing"
16766,Mauritania,MRT,1/06/2021,1094522.96,5341596.08,3041823.96,1354,27.29,11.26,291,"Oxford/AstraZeneca, Sinopharm/Beijing"
16767,Mauritania,MRT,2/06/2021,1094522.96,5341596.08,3041823.96,1447,27.29,11.26,311,"Oxford/AstraZeneca, Sinopharm/Beijing"
16768,Mauritania,MRT,3/06/2021,1094522.96,5341596.08,3041823.96,1315,27.29,11.26,283,"Oxford/AstraZeneca, Sinopharm/Beijing"
16769,Mauritania,MRT,4/06/2021,1094522.96,5341596.08,3041823.96,1182,27.29,11.26,254,"Oxford/AstraZeneca, Sinopharm/Beijing"
16770,Mauritania,MRT,5/06/2021,1094522.96,5341596.08,3041823.96,1050,27.29,11.26,226,"Oxford/AstraZeneca, Sinopharm/Beijing"
16771,Mauritania,MRT,6/06/2021,1094522.96,5341596.08,3041823.96,917,27.29,11.26,197,"Oxford/AstraZeneca, Sinopharm/Beijing"
16772,Mauritania,MRT,7/06/2021,1094522.96,5341596.08,3041823.96,784,27.29,11.26,169,"Oxford/AstraZeneca, Sinopharm/Beijing"
16773,Mauritania,MRT,8/06/2021,43607,5341596.08,3041823.96,784,0.94,11.26,169,"Oxford/AstraZeneca, Sinopharm/Beijing"
16774,Mauritania,MRT,9/06/2021,1094522.96,5341596.08,3041823.96,745,27.29,11.26,160,"Oxford/AstraZeneca, Sinopharm/Beijing"
16775,Mauritania,MRT,10/06/2021,44628,37726,6902,706,0.96,0.15,152,"Oxford/AstraZeneca, Sinopharm/Beijing"
16776,Mauritania,MRT,11/06/2021,1094522.96,5341596.08,3041823.96,668,27.29,11.26,144,"Oxford/AstraZeneca, Sinopharm/Beijing"
16777,Mauritania,MRT,12/06/2021,1094522.96,5341596.08,3041823.96,630,27.29,11.26,135,"Oxford/AstraZeneca, Sinopharm/Beijing"
16778,Mauritania,MRT,13/06/2021,1094522.96,5341596.08,3041823.96,592,27.29,11.26,127,"Oxford/AstraZeneca, Sinopharm/Beijing"
16779,Mauritania,MRT,14/06/2021,46703,39801,6902,554,1,0.15,119,"Oxford/AstraZeneca, Sinopharm/Beijing"
16780,Mauritania,MRT,15/06/2021,49235,42333,6902,804,1.06,0.15,173,"Oxford/AstraZeneca, Sinopharm/Beijing"
16781,Mauritania,MRT,16/06/2021,1094522.96,5341596.08,3041823.96,2394,27.29,11.26,515,"Oxford/AstraZeneca, Sinopharm/Beijing"
16782,Mauritania,MRT,17/06/2021,1094522.96,5341596.08,3041823.96,3984,27.29,11.26,857,"Oxford/AstraZeneca, Sinopharm/Beijing"
16783,Mauritania,MRT,18/06/2021,1094522.96,5341596.08,3041823.96,5573,27.29,11.26,1199,"Oxford/AstraZeneca, Sinopharm/Beijing"
16784,Mauritania,MRT,19/06/2021,1094522.96,5341596.08,3041823.96,7162,27.29,11.26,1540,"Oxford/AstraZeneca, Sinopharm/Beijing"
16785,Mauritania,MRT,20/06/2021,1094522.96,5341596.08,3041823.96,8751,27.29,11.26,1882,"Oxford/AstraZeneca, Sinopharm/Beijing"
16786,Mauritania,MRT,21/06/2021,1094522.96,5341596.08,3041823.96,10340,27.29,11.26,2224,"Oxford/AstraZeneca, Sinopharm/Beijing"
16787,Mauritania,MRT,22/06/2021,1094522.96,5341596.08,3041823.96,11641,27.29,11.26,2504,"Oxford/AstraZeneca, Sinopharm/Beijing"
16788,Mauritania,MRT,23/06/2021,142362,135460,6902,11641,3.06,0.15,2504,"Oxford/AstraZeneca, Sinopharm/Beijing"
