,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
0,Afghanistan,AFG,22/02/2021,0,0,3041823.96,112209.42,0,11.26,3376.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
1,Afghanistan,AFG,23/02/2021,1094522.96,5341596.08,3041823.96,1367,27.29,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2,Afghanistan,AFG,24/02/2021,1094522.96,5341596.08,3041823.96,1367,27.29,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
3,Afghanistan,AFG,25/02/2021,1094522.96,5341596.08,3041823.96,1367,27.29,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
4,Afghanistan,AFG,26/02/2021,1094522.96,5341596.08,3041823.96,1367,27.29,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
5,Afghanistan,AFG,27/02/2021,1094522.96,5341596.08,3041823.96,1367,27.29,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
6,Afghanistan,AFG,28/02/2021,8200,8200,3041823.96,1367,0.02,11.26,35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
7,Afghanistan,AFG,1/03/2021,1094522.96,5341596.08,3041823.96,1580,27.29,11.26,41,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
8,Afghanistan,AFG,2/03/2021,1094522.96,5341596.08,3041823.96,1794,27.29,11.26,46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
9,Afghanistan,AFG,3/03/2021,1094522.96,5341596.08,3041823.96,2008,27.29,11.26,52,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
10,Afghanistan,AFG,4/03/2021,1094522.96,5341596.08,3041823.96,2221,27.29,11.26,57,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
11,Afghanistan,AFG,5/03/2021,1094522.96,5341596.08,3041823.96,2435,27.29,11.26,63,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
12,Afghanistan,AFG,6/03/2021,1094522.96,5341596.08,3041823.96,2649,27.29,11.26,68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
13,Afghanistan,AFG,7/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
14,Afghanistan,AFG,8/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
15,Afghanistan,AFG,9/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
16,Afghanistan,AFG,10/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
17,Afghanistan,AFG,11/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
18,Afghanistan,AFG,12/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
19,Afghanistan,AFG,13/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
20,Afghanistan,AFG,14/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
21,Afghanistan,AFG,15/03/2021,1094522.96,5341596.08,3041823.96,2862,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
22,Afghanistan,AFG,16/03/2021,54000,54000,3041823.96,2862,0.14,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
23,Afghanistan,AFG,17/03/2021,1094522.96,5341596.08,3041823.96,2882,27.29,11.26,74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
24,Afghanistan,AFG,18/03/2021,1094522.96,5341596.08,3041823.96,2902,27.29,11.26,75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
25,Afghanistan,AFG,19/03/2021,1094522.96,5341596.08,3041823.96,2921,27.29,11.26,75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
26,Afghanistan,AFG,20/03/2021,1094522.96,5341596.08,3041823.96,2941,27.29,11.26,76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
27,Afghanistan,AFG,21/03/2021,1094522.96,5341596.08,3041823.96,2961,27.29,11.26,76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
28,Afghanistan,AFG,22/03/2021,1094522.96,5341596.08,3041823.96,2980,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
29,Afghanistan,AFG,23/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
30,Afghanistan,AFG,24/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
31,Afghanistan,AFG,25/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
32,Afghanistan,AFG,26/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
33,Afghanistan,AFG,27/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
34,Afghanistan,AFG,28/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
35,Afghanistan,AFG,29/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
36,Afghanistan,AFG,30/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
37,Afghanistan,AFG,31/03/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
38,Afghanistan,AFG,1/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
39,Afghanistan,AFG,2/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
40,Afghanistan,AFG,3/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
41,Afghanistan,AFG,4/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
42,Afghanistan,AFG,5/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
43,Afghanistan,AFG,6/04/2021,1094522.96,5341596.08,3041823.96,3000,27.29,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
44,Afghanistan,AFG,7/04/2021,120000,120000,3041823.96,3000,0.31,11.26,77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
45,Afghanistan,AFG,8/04/2021,1094522.96,5341596.08,3041823.96,3714,27.29,11.26,95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
46,Afghanistan,AFG,9/04/2021,1094522.96,5341596.08,3041823.96,4429,27.29,11.26,114,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
47,Afghanistan,AFG,10/04/2021,1094522.96,5341596.08,3041823.96,5143,27.29,11.26,132,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
48,Afghanistan,AFG,11/04/2021,1094522.96,5341596.08,3041823.96,5857,27.29,11.26,150,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
49,Afghanistan,AFG,12/04/2021,1094522.96,5341596.08,3041823.96,6571,27.29,11.26,169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
50,Afghanistan,AFG,13/04/2021,1094522.96,5341596.08,3041823.96,7286,27.29,11.26,187,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
51,Afghanistan,AFG,14/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
52,Afghanistan,AFG,15/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
53,Afghanistan,AFG,16/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
54,Afghanistan,AFG,17/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
55,Afghanistan,AFG,18/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
56,Afghanistan,AFG,19/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
57,Afghanistan,AFG,20/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
58,Afghanistan,AFG,21/04/2021,1094522.96,5341596.08,3041823.96,8000,27.29,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
59,Afghanistan,AFG,22/04/2021,240000,240000,3041823.96,8000,0.62,11.26,206,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
60,Afghanistan,AFG,23/04/2021,1094522.96,5341596.08,3041823.96,8846,27.29,11.26,227,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
61,Afghanistan,AFG,24/04/2021,1094522.96,5341596.08,3041823.96,9692,27.29,11.26,249,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
62,Afghanistan,AFG,25/04/2021,1094522.96,5341596.08,3041823.96,10538,27.29,11.26,271,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
63,Afghanistan,AFG,26/04/2021,1094522.96,5341596.08,3041823.96,11384,27.29,11.26,292,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
64,Afghanistan,AFG,27/04/2021,1094522.96,5341596.08,3041823.96,12229,27.29,11.26,314,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
65,Afghanistan,AFG,28/04/2021,1094522.96,5341596.08,3041823.96,13075,27.29,11.26,336,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
66,Afghanistan,AFG,29/04/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
67,Afghanistan,AFG,30/04/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
68,Afghanistan,AFG,1/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
69,Afghanistan,AFG,2/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
70,Afghanistan,AFG,3/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
71,Afghanistan,AFG,4/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
72,Afghanistan,AFG,5/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
73,Afghanistan,AFG,6/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
74,Afghanistan,AFG,7/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
75,Afghanistan,AFG,8/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
76,Afghanistan,AFG,9/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
77,Afghanistan,AFG,10/05/2021,1094522.96,5341596.08,3041823.96,13921,27.29,11.26,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
78,Afghanistan,AFG,11/05/2021,504502,448878,55624,13921,1.3,0.14,358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
79,Afghanistan,AFG,12/05/2021,1094522.96,5341596.08,3041823.96,12621,27.29,11.26,324,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
80,Afghanistan,AFG,13/05/2021,1094522.96,5341596.08,3041823.96,11321,27.29,11.26,291,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
81,Afghanistan,AFG,14/05/2021,1094522.96,5341596.08,3041823.96,10022,27.29,11.26,257,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
82,Afghanistan,AFG,15/05/2021,1094522.96,5341596.08,3041823.96,8722,27.29,11.26,224,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
83,Afghanistan,AFG,16/05/2021,1094522.96,5341596.08,3041823.96,7422,27.29,11.26,191,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
84,Afghanistan,AFG,17/05/2021,1094522.96,5341596.08,3041823.96,6122,27.29,11.26,157,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
85,Afghanistan,AFG,18/05/2021,1094522.96,5341596.08,3041823.96,4822,27.29,11.26,124,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
86,Afghanistan,AFG,19/05/2021,1094522.96,5341596.08,3041823.96,4822,27.29,11.26,124,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
87,Afghanistan,AFG,20/05/2021,547901,470341,77560,4822,1.41,0.2,124,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
88,Afghanistan,AFG,21/05/2021,1094522.96,5341596.08,3041823.96,5040,27.29,11.26,129,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
89,Afghanistan,AFG,22/05/2021,1094522.96,5341596.08,3041823.96,5257,27.29,11.26,135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
90,Afghanistan,AFG,23/05/2021,1094522.96,5341596.08,3041823.96,5474,27.29,11.26,141,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
91,Afghanistan,AFG,24/05/2021,573277,476367,96910,5692,1.47,0.25,146,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
92,Afghanistan,AFG,25/05/2021,1094522.96,5341596.08,3041823.96,6230,27.29,11.26,160,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
93,Afghanistan,AFG,26/05/2021,590454,479372,111082,6768,1.52,0.29,174,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
94,Afghanistan,AFG,27/05/2021,593313,479574,113739,6487,1.52,0.29,167,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
95,Afghanistan,AFG,28/05/2021,1094522.96,5341596.08,3041823.96,5907,27.29,11.26,152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
96,Afghanistan,AFG,29/05/2021,1094522.96,5341596.08,3041823.96,5326,27.29,11.26,137,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
97,Afghanistan,AFG,30/05/2021,600152,480226,119926,4746,1.54,0.31,122,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
98,Afghanistan,AFG,31/05/2021,1094522.96,5341596.08,3041823.96,5084,27.29,11.26,131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
99,Afghanistan,AFG,1/06/2021,1094522.96,5341596.08,3041823.96,5102,27.29,11.26,131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
100,Afghanistan,AFG,2/06/2021,626290,481690,144600,5119,1.61,0.37,131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
101,Afghanistan,AFG,3/06/2021,630305,481800,148505,5285,1.62,0.38,136,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
102,Afghanistan,AFG,4/06/2021,1094522.96,5341596.08,3041823.96,5273,27.29,11.26,135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
103,Afghanistan,AFG,5/06/2021,1094522.96,5341596.08,3041823.96,5261,27.29,11.26,135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
104,Afghanistan,AFG,6/06/2021,1094522.96,5341596.08,3041823.96,5250,27.29,11.26,135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
105,Afghanistan,AFG,7/06/2021,1094522.96,5341596.08,3041823.96,4319,27.29,11.26,111,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
106,Afghanistan,AFG,8/06/2021,641295,482952,158343,3388,1.65,0.41,87,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
107,Afghanistan,AFG,9/06/2021,1094522.96,5341596.08,3041823.96,2637,27.29,11.26,68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
108,Afghanistan,AFG,10/06/2021,1094522.96,5341596.08,3041823.96,2556,27.29,11.26,66,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
109,Afghanistan,AFG,11/06/2021,1094522.96,5341596.08,3041823.96,2735,27.29,11.26,70,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
110,Afghanistan,AFG,12/06/2021,1094522.96,5341596.08,3041823.96,2914,27.29,11.26,75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
111,Afghanistan,AFG,13/06/2021,1094522.96,5341596.08,3041823.96,3093,27.29,11.26,79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
112,Afghanistan,AFG,14/06/2021,662003,484737,177266,3272,1.7,0.46,84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
113,Afghanistan,AFG,15/06/2021,1094522.96,5341596.08,3041823.96,4813,27.29,11.26,124,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
114,Afghanistan,AFG,16/06/2021,1094522.96,5341596.08,3041823.96,6175,27.29,11.26,159,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
115,Afghanistan,AFG,17/06/2021,1094522.96,5341596.08,3041823.96,7538,27.29,11.26,194,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
116,Afghanistan,AFG,18/06/2021,1094522.96,5341596.08,3041823.96,8900,27.29,11.26,229,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
117,Afghanistan,AFG,19/06/2021,1094522.96,5341596.08,3041823.96,10262,27.29,11.26,264,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
118,Afghanistan,AFG,20/06/2021,1094522.96,5341596.08,3041823.96,11624,27.29,11.26,299,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
119,Afghanistan,AFG,21/06/2021,1094522.96,5341596.08,3041823.96,12986,27.29,11.26,334,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
120,Afghanistan,AFG,22/06/2021,765890,582128,183762,12986,1.97,0.47,334,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
121,Afghanistan,AFG,23/06/2021,1094522.96,5341596.08,3041823.96,13125,27.29,11.26,337,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
122,Afghanistan,AFG,24/06/2021,1094522.96,5341596.08,3041823.96,13264,27.29,11.26,341,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
123,Afghanistan,AFG,25/06/2021,1094522.96,5341596.08,3041823.96,13404,27.29,11.26,344,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
124,Afghanistan,AFG,26/06/2021,1094522.96,5341596.08,3041823.96,13543,27.29,11.26,348,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
125,Afghanistan,AFG,27/06/2021,835694,649434,186260,13682,2.15,0.48,351,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
126,Afghanistan,AFG,28/06/2021,1094522.96,5341596.08,3041823.96,14263,27.29,11.26,366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
127,Afghanistan,AFG,29/06/2021,1094522.96,5341596.08,3041823.96,14844,27.29,11.26,381,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
128,Afghanistan,AFG,30/06/2021,886854,699200,187654,15286,2.28,0.48,393,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
129,Afghanistan,AFG,1/07/2021,1094522.96,5341596.08,3041823.96,14115,27.29,11.26,363,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
130,Afghanistan,AFG,2/07/2021,1094522.96,5341596.08,3041823.96,12944,27.29,11.26,333,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
131,Afghanistan,AFG,3/07/2021,1094522.96,5341596.08,3041823.96,11773,27.29,11.26,302,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
132,Afghanistan,AFG,4/07/2021,1094522.96,5341596.08,3041823.96,10602,27.29,11.26,272,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
133,Afghanistan,AFG,5/07/2021,915671,726349,189322,8989,2.35,0.49,231,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
134,Albania,ALB,10/01/2021,0,0,3041823.96,112209.42,0,11.26,3376.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
135,Albania,ALB,11/01/2021,1094522.96,5341596.08,3041823.96,64,27.29,11.26,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
136,Albania,ALB,12/01/2021,128,128,3041823.96,64,0,11.26,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
137,Albania,ALB,13/01/2021,188,188,3041823.96,63,0.01,11.26,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
138,Albania,ALB,14/01/2021,266,266,3041823.96,66,0.01,11.26,23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
139,Albania,ALB,15/01/2021,308,308,3041823.96,62,0.01,11.26,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
140,Albania,ALB,16/01/2021,369,369,3041823.96,62,0.01,11.26,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
141,Albania,ALB,17/01/2021,405,405,3041823.96,58,0.01,11.26,20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
142,Albania,ALB,18/01/2021,447,447,3041823.96,55,0.02,11.26,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
143,Albania,ALB,19/01/2021,483,483,3041823.96,51,0.02,11.26,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
144,Albania,ALB,20/01/2021,519,519,3041823.96,47,0.02,11.26,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
145,Albania,ALB,21/01/2021,549,549,3041823.96,40,0.02,11.26,14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
146,Albania,ALB,22/01/2021,1094522.96,5341596.08,3041823.96,34,27.29,11.26,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
147,Albania,ALB,23/01/2021,1094522.96,5341596.08,3041823.96,26,27.29,11.26,9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
148,Albania,ALB,24/01/2021,1094522.96,5341596.08,3041823.96,21,27.29,11.26,7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
149,Albania,ALB,25/01/2021,1094522.96,5341596.08,3041823.96,15,27.29,11.26,5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
150,Albania,ALB,26/01/2021,1094522.96,5341596.08,3041823.96,9,27.29,11.26,3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
151,Albania,ALB,27/01/2021,1094522.96,5341596.08,3041823.96,4,27.29,11.26,1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
152,Albania,ALB,28/01/2021,1094522.96,5341596.08,3041823.96,0,27.29,11.26,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
153,Albania,ALB,29/01/2021,1094522.96,5341596.08,3041823.96,0,27.29,11.26,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
154,Albania,ALB,30/01/2021,1094522.96,5341596.08,3041823.96,0,27.29,11.26,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
155,Albania,ALB,31/01/2021,1094522.96,5341596.08,3041823.96,0,27.29,11.26,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
156,Albania,ALB,1/02/2021,1094522.96,5341596.08,3041823.96,0,27.29,11.26,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
157,Albania,ALB,2/02/2021,550,549,1,0,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
