total_vaccs,ppl_vaccd,ppl_fully_vaccd,daily_vaccs,total_vaccs_per_100,ppl_fully_vaccd_per_100,daily_vaccs_per_million
1094522.96,5341596.08,3041823.96,208,27.29,11.26,179
1094522.96,5341596.08,3041823.96,113,27.29,11.26,97
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
1094522.96,5341596.08,3041823.96,18,27.29,11.26,16
35227,35227,3041823.96,18,3.04,11.26,16
1094522.96,5341596.08,3041823.96,47,27.29,11.26,41
1094522.96,5341596.08,3041823.96,76,27.29,11.26,66
1094522.96,5341596.08,3041823.96,105,27.29,11.26,91
1094522.96,5341596.08,3041823.96,134,27.29,11.26,116
1094522.96,5341596.08,3041823.96,163,27.29,11.26,140
1094522.96,5341596.08,3041823.96,192,27.29,11.26,165
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
1094522.96,5341596.08,3041823.96,221,27.29,11.26,190
44305,36227,8078,221,3.82,0.7,190
1094522.96,5341596.08,3041823.96,368,27.29,11.26,317
46796,37028,9768,514,4.03,0.84,443
47623,37231,10392,601,4.1,0.9,518
1094522.96,5341596.08,3041823.96,582,27.29,11.26,502
1094522.96,5341596.08,3041823.96,563,27.29,11.26,485
1094522.96,5341596.08,3041823.96,544,27.29,11.26,469
1094522.96,5341596.08,3041823.96,526,27.29,11.26,453
1094522.96,5341596.08,3041823.96,361,27.29,11.26,311
1094522.96,5341596.08,3041823.96,196,27.29,11.26,169
1094522.96,5341596.08,3041823.96,90,27.29,11.26,78
1094522.96,5341596.08,3041823.96,90,27.29,11.26,78
1094522.96,5341596.08,3041823.96,90,27.29,11.26,78
48526,37402,11124,90,4.18,0.96,78
430000,430000,3041823.96,112209.42,0.37,11.26,3376.55
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1094522.96,5341596.08,3041823.96,32074,27.29,11.26,279
1071485,1071485,3041823.96,32074,0.93,11.26,279
1099614,1099614,3041823.96,31511,0.96,11.26,274
1114500,1114500,3041823.96,29055,0.97,11.26,253
1134885,1134885,3041823.96,27385,0.99,11.26,238
1141092,1141092,3041823.96,23690,0.99,11.26,206
1168268,1168268,3041823.96,22990,1.02,11.26,200
1194578,1194578,3041823.96,22167,1.04,11.26,193
1215934,1215934,3041823.96,20636,1.06,11.26,180
1237826,1237826,3041823.96,19745,1.08,11.26,172
1287801,1287801,3041823.96,24757,1.12,11.26,215
1290828,1290828,3041823.96,22278,1.12,11.26,194
1295723,1295723,3041823.96,22090,1.13,11.26,192
1300775,1300775,3041823.96,18930,1.13,11.26,165
1360752,1360752,3041823.96,23739,1.18,11.26,206
1397647,1397647,3041823.96,25959,1.22,11.26,226
1420251,1420251,3041823.96,26061,1.24,11.26,227
1436665,1436665,3041823.96,21266,1.25,11.26,185
1454503,1454503,3041823.96,23382,1.27,11.26,203
1460021,1460021,3041823.96,23471,1.27,11.26,204
1470079,1470079,3041823.96,24186,1.28,11.26,210
1484820,1484820,3041823.96,17724,1.29,11.26,154
1501724,1501724,3041823.96,14868,1.31,11.26,129
1534280,1534280,3041823.96,16290,1.33,11.26,142
1584156,1584156,3041823.96,21070,1.38,11.26,183
1615117,1615117,3041823.96,22945,1.4,11.26,200
1655244,1655244,3041823.96,27889,1.44,11.26,243
1684450,1684450,3041823.96,30624,1.47,11.26,266
1717481,1717481,3041823.96,33237,1.49,11.26,289
1738550,1738550,3041823.96,33832,1.51,11.26,294
1784722,1784722,3041823.96,35777,1.55,11.26,311
1798140,1798140,3041823.96,30569,1.56,11.26,266
1801175,1801175,3041823.96,26580,1.57,11.26,231
1805006,1805006,3041823.96,21395,1.57,11.26,186
1813739,1813739,3041823.96,18470,1.58,11.26,161
1822343,1822343,3041823.96,14980,1.59,11.26,130
1838569,1838569,3041823.96,14288,1.6,11.26,124
1853259,1853259,3041823.96,9791,1.61,11.26,85
1865958,1865958,3041823.96,9688,1.62,11.26,84
1878367,1878367,3041823.96,11027,1.63,11.26,96
1882719,1882719,3041823.96,11102,1.64,11.26,97
1888214,1888214,3041823.96,10639,1.64,11.26,93
1894717,1894717,3041823.96,10339,1.65,11.26,90
1901363,5341596.08,3041823.96,8971,1.65,11.26,78
1920676,5341596.08,3041823.96,9631,1.67,11.26,84
1932522,5341596.08,3041823.96,9509,1.68,11.26,83
1936566,5341596.08,3041823.96,8314,1.68,11.26,72
1939970,5341596.08,3041823.96,8179,1.69,11.26,71
1948073,5341596.08,3041823.96,8551,1.69,11.26,74
1954623,5341596.08,3041823.96,8558,1.7,11.26,74
1962486,5341596.08,3041823.96,8732,1.71,11.26,76
1964005,5341596.08,3041823.96,6190,1.71,11.26,54
1974476,5341596.08,3041823.96,5993,1.72,11.26,52
1975727,5341596.08,3041823.96,5594,1.72,11.26,49
1975957,5341596.08,3041823.96,5141,1.72,11.26,45
1094522.96,5341596.08,3041823.96,4438,27.29,11.26,39
1982320,5341596.08,3041823.96,3957,1.72,11.26,34
1987301,5341596.08,3041823.96,3545,1.73,11.26,31
1987927,5341596.08,3041823.96,3417,1.73,11.26,30
1988335,5341596.08,3041823.96,1980,1.73,11.26,17
1988902,5341596.08,3041823.96,1882,1.73,11.26,16
1989297,5341596.08,3041823.96,1906,1.73,11.26,17
2003226,5341596.08,3041823.96,3441,1.74,11.26,30
2010091,5341596.08,3041823.96,3967,1.75,11.26,35
2019163,5341596.08,3041823.96,4552,1.76,11.26,40
2022116,5341596.08,3041823.96,4884,1.76,11.26,42
2029761,5341596.08,3041823.96,5918,1.77,11.26,51
2034764,5341596.08,3041823.96,6552,1.77,11.26,57
2036792,5341596.08,3041823.96,6785,1.77,11.26,59
2047751,5341596.08,3041823.96,6361,1.78,11.26,55
2049573,5341596.08,3041823.96,5640,1.78,11.26,49
3994,3993,1,112209.42,8.17,0,3376.55
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
1094522.96,5341596.08,3041823.96,83,27.29,11.26,1699
4657,4051,606,83,9.53,1.24,1699
1094522.96,5341596.08,3041823.96,80,27.29,11.26,1637
4783,4098,685,77,9.79,1.4,1576
1094522.96,5341596.08,3041823.96,106,27.29,11.26,2169
5355,4134,1221,135,10.96,2.5,2763
1094522.96,5341596.08,3041823.96,128,27.29,11.26,2619
1094522.96,5341596.08,3041823.96,120,27.29,11.26,2456
1094522.96,5341596.08,3041823.96,112,27.29,11.26,2292
1094522.96,5341596.08,3041823.96,108,27.29,11.26,2210
1094522.96,5341596.08,3041823.96,103,27.29,11.26,2108
1094522.96,5341596.08,3041823.96,66,27.29,11.26,1351
1094522.96,5341596.08,3041823.96,30,27.29,11.26,614
1094522.96,5341596.08,3041823.96,30,27.29,11.26,614
1094522.96,5341596.08,3041823.96,30,27.29,11.26,614
1094522.96,5341596.08,3041823.96,30,27.29,11.26,614
5682,4167,1515,30,11.63,3.1,614
1094522.96,5341596.08,3041823.96,67,27.29,11.26,1371
6259,4172,2087,104,12.81,4.27,2128
6713,4190,2523,164,13.74,5.16,3356
1094522.96,5341596.08,3041823.96,167,27.29,11.26,3418
1094522.96,5341596.08,3041823.96,169,27.29,11.26,3459
1094522.96,5341596.08,3041823.96,172,27.29,11.26,3520
1094522.96,5341596.08,3041823.96,174,27.29,11.26,3561
1094522.96,5341596.08,3041823.96,140,27.29,11.26,2865
1094522.96,5341596.08,3041823.96,105,27.29,11.26,2149
7041,4211,2830,47,14.41,5.79,962
7394,4238,3156,91,15.13,6.46,1862
7563,4251,3312,108,15.48,6.78,2210
7925,4251,3674,153,16.22,7.52,3131
1094522.96,5341596.08,3041823.96,157,27.29,11.26,3213
8068,4260,3808,160,16.51,7.79,3274
1094522.96,5341596.08,3041823.96,181,27.29,11.26,3704
1094522.96,5341596.08,3041823.96,201,27.29,11.26,4113
1094522.96,5341596.08,3041823.96,178,27.29,11.26,3643
8832,4901,3931,181,18.07,8.04,3704
1094522.96,5341596.08,3041823.96,134,27.29,11.26,2742
1094522.96,5341596.08,3041823.96,129,27.29,11.26,2640
1094522.96,5341596.08,3041823.96,124,27.29,11.26,2538
8967,4988,3979,101,18.35,8.14,2067
9170,5173,3997,103,18.77,8.18,2108
9342,5309,4033,100,19.12,8.25,2046
1094522.96,5341596.08,3041823.96,76,27.29,11.26,1555
1094522.96,5341596.08,3041823.96,74,27.29,11.26,1514
1094522.96,5341596.08,3041823.96,72,27.29,11.26,1473
9427,5388,4039,71,19.29,8.27,1453
1094522.96,5341596.08,3041823.96,74,27.29,11.26,1514
1094522.96,5341596.08,3041823.96,53,27.29,11.26,1085
1094522.96,5341596.08,3041823.96,37,27.29,11.26,757
9660,5586,4074,42,19.77,8.34,860
9959,5853,4106,82,20.38,8.4,1678
1094522.96,5341596.08,3041823.96,118,27.29,11.26,2415
1094522.96,5341596.08,3041823.96,153,27.29,11.26,3131
10770,6641,4129,184,22.04,8.45,3765
1094522.96,5341596.08,3041823.96,187,27.29,11.26,3827
1094522.96,5341596.08,3041823.96,190,27.29,11.26,3888
1094522.96,5341596.08,3041823.96,193,27.29,11.26,3950
1094522.96,5341596.08,3041823.96,162,27.29,11.26,3315
1094522.96,5341596.08,3041823.96,135,27.29,11.26,2763
1094522.96,5341596.08,3041823.96,108,27.29,11.26,2210
1094522.96,5341596.08,3041823.96,80,27.29,11.26,1637
1094522.96,5341596.08,3041823.96,80,27.29,11.26,1637
11494,7345,4149,80,23.52,8.49,1637
1094522.96,5341596.08,3041823.96,109,27.29,11.26,2231
1094522.96,5341596.08,3041823.96,139,27.29,11.26,2845
1094522.96,5341596.08,3041823.96,168,27.29,11.26,3438
12629,8382,4247,197,25.84,8.69,4032
13131,8874,4257,257,26.87,8.71,5259
13731,9350,4381,331,28.1,8.97,6774
14305,9528,4777,402,29.27,9.78,8227
1094522.96,5341596.08,3041823.96,372,27.29,11.26,7613
1094522.96,5341596.08,3041823.96,342,27.29,11.26,6999
1094522.96,5341596.08,3041823.96,313,27.29,11.26,6405
14610,9552,5058,283,29.9,10.35,5791
1094522.96,5341596.08,3041823.96,227,27.29,11.26,4645
14834,9641,5193,158,30.36,10.63,3233
15531,10282,5249,175,31.78,10.74,3581
1094522.96,5341596.08,3041823.96,289,27.29,11.26,5914
17280,11751,5529,403,35.36,11.31,8247
1094522.96,5341596.08,3041823.96,465,27.29,11.26,9516
18294,12748,5546,526,37.44,11.35,10764
19262,13686,5576,649,39.42,11.41,13281
20238,14458,5780,772,41.42,11.83,15799
1094522.96,5341596.08,3041823.96,688,27.29,11.26,14080
1094522.96,5341596.08,3041823.96,579,27.29,11.26,11849
1094522.96,5341596.08,3041823.96,470,27.29,11.26,9618
1094522.96,5341596.08,3041823.96,414,27.29,11.26,8472
1094522.96,5341596.08,3041823.96,357,27.29,11.26,7306
1094522.96,5341596.08,3041823.96,235,27.29,11.26,4809
1094522.96,5341596.08,3041823.96,111,27.29,11.26,2272
21128,14743,6385,111,43.24,13.07,2272
1094522.96,5341596.08,3041823.96,209,27.29,11.26,4277
22715,16109,6606,306,46.49,13.52,6262
23519,16896,6623,405,48.13,13.55,8288
1094522.96,5341596.08,3041823.96,526,27.29,11.26,10764
25427,18420,7007,646,52.04,14.34,13220
1094522.96,5341596.08,3041823.96,689,27.29,11.26,14100
26253,19008,7245,732,53.73,14.83,14980
1094522.96,5341596.08,3041823.96,653,27.29,11.26,13363
1094522.96,5341596.08,3041823.96,574,27.29,11.26,11747
26977,19153,7824,494,55.21,16.01,10109
1094522.96,5341596.08,3041823.96,374,27.29,11.26,7654
1094522.96,5341596.08,3041823.96,255,27.29,11.26,5218
1094522.96,5341596.08,3041823.96,213,27.29,11.26,4359
1094522.96,5341596.08,3041823.96,170,27.29,11.26,3479
1094522.96,5341596.08,3041823.96,153,27.29,11.26,3131
27681,19206,8475,135,56.65,17.34,2763
28646,19442,9204,238,58.62,18.84,4871
29668,20071,9597,368,60.71,19.64,7531
30184,20321,9863,425,61.77,20.18,8697
30719,20450,10269,484,62.87,21.02,9905
1094522.96,5341596.08,3041823.96,590,27.29,11.26,12074
32440,20679,11761,697,66.39,24.07,14264
1094522.96,5341596.08,3041823.96,691,27.29,11.26,14141
32593,20712,11881,564,66.7,24.31,11542
1094522.96,5341596.08,3041823.96,471,27.29,11.26,9639
1094522.96,5341596.08,3041823.96,450,27.29,11.26,9209
1094522.96,5341596.08,3041823.96,427,27.29,11.26,8738
34082,21007,13075,358,69.75,26.76,7326
34552,21408,13144,302,70.71,26.9,6180
1094522.96,5341596.08,3041823.96,361,27.29,11.26,7388
35537,21883,13654,421,72.72,27.94,8616
36442,22511,13931,497,74.58,28.51,10171
1094522.96,5341596.08,3041823.96,572,27.29,11.26,11706
38242,23867,14375,647,78.26,29.42,13241
1094522.96,5341596.08,3041823.96,657,27.29,11.26,13445
1094522.96,5341596.08,3041823.96,652,27.29,11.26,13343
1094522.96,5341596.08,3041823.96,644,27.29,11.26,13179
39987,25484,14503,636,81.83,29.68,13015
1094522.96,5341596.08,3041823.96,531,27.29,11.26,10867
40331,25686,14645,427,82.54,29.97,8738
40484,25792,14692,320,82.85,30.07,6549
1094522.96,5341596.08,3041823.96,329,27.29,11.26,6733
41473,25856,15617,337,84.87,31.96,6897
41653,25868,15785,300,85.24,32.3,6139
42457,25952,16505,353,86.89,33.78,7224
43497,26105,17392,477,89.01,35.59,9762
44414,26326,18088,583,90.89,37.02,11931
1094522.96,5341596.08,3041823.96,636,27.29,11.26,13015
45456,26874,18582,640,93.02,38.03,13097
46082,27434,18648,658,94.3,38.16,13466
1094522.96,5341596.08,3041823.96,670,27.29,11.26,13711
1094522.96,5341596.08,3041823.96,593,27.29,11.26,12135
46874,28060,18814,482,95.93,38.5,9864
1094522.96,5341596.08,3041823.96,382,27.29,11.26,7817
47304,28443,18861,338,96.81,38.6,6917
48345,28596,19749,413,98.94,40.42,8452
1094522.96,5341596.08,3041823.96,394,27.29,11.26,8063
1094522.96,5341596.08,3041823.96,426,27.29,11.26,8718
49821,29547,20274,459,101.96,41.49,9393
50941,30401,20540,581,104.25,42.03,11890
51892,30899,20993,686,106.19,42.96,14039
0,0,3041823.96,112209.42,0,11.26,3376.55
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1094522.96,5341596.08,3041823.96,189,27.29,11.26,54264
1515,1515,3041823.96,189,43.5,11.26,54264
1094522.96,5341596.08,3041823.96,167,27.29,11.26,47947
1094522.96,5341596.08,3041823.96,144,27.29,11.26,41344
1094522.96,5341596.08,3041823.96,122,27.29,11.26,35027
1094522.96,5341596.08,3041823.96,99,27.29,11.26,28424
1094522.96,5341596.08,3041823.96,76,27.29,11.26,21820
1094522.96,5341596.08,3041823.96,54,27.29,11.26,15504
1732,1732,3041823.96,31,49.73,11.26,8900
1094522.96,5341596.08,3041823.96,29,27.29,11.26,8326
1094522.96,5341596.08,3041823.96,26,27.29,11.26,7465
1094522.96,5341596.08,3041823.96,24,27.29,11.26,6891
1094522.96,5341596.08,3041823.96,21,27.29,11.26,6029
1094522.96,5341596.08,3041823.96,19,27.29,11.26,5455
1094522.96,5341596.08,3041823.96,17,27.29,11.26,4881
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
1094522.96,5341596.08,3041823.96,14,27.29,11.26,4020
2187,2187,3041823.96,14,62.79,11.26,4020
1094522.96,5341596.08,3041823.96,38,27.29,11.26,10910
1094522.96,5341596.08,3041823.96,61,27.29,11.26,17514
1094522.96,5341596.08,3041823.96,84,27.29,11.26,24117
1094522.96,5341596.08,3041823.96,108,27.29,11.26,31008
1094522.96,5341596.08,3041823.96,131,27.29,11.26,37611
1094522.96,5341596.08,3041823.96,155,27.29,11.26,44502
1094522.96,5341596.08,3041823.96,178,27.29,11.26,51105
1094522.96,5341596.08,3041823.96,178,27.29,11.26,51105
1094522.96,5341596.08,3041823.96,178,27.29,11.26,51105
1094522.96,5341596.08,3041823.96,178,27.29,11.26,51105
1094522.96,5341596.08,3041823.96,178,27.29,11.26,51105
4322,2605,1717,178,124.09,49.3,51105
1094522.96,5341596.08,3041823.96,154,27.29,11.26,44215
1094522.96,5341596.08,3041823.96,131,27.29,11.26,37611
1094522.96,5341596.08,3041823.96,107,27.29,11.26,30721
1094522.96,5341596.08,3041823.96,83,27.29,11.26,23830
1094522.96,5341596.08,3041823.96,60,27.29,11.26,17227
1094522.96,5341596.08,3041823.96,36,27.29,11.26,10336
4407,2632,1775,12,126.53,50.96,3445
0,0,3041823.96,112209.42,0,11.26,3376.55
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
1094522.96,5341596.08,3041823.96,233,27.29,11.26,260
6278,6278,3041823.96,233,0.7,11.26,260
1094522.96,5341596.08,3041823.96,1730,27.29,11.26,1930
27705,27705,3041823.96,3227,3.09,11.26,3600
56000,56000,3041823.96,7236,6.25,11.26,8072
1094522.96,5341596.08,3041823.96,7203,27.29,11.26,8035
1094522.96,5341596.08,3041823.96,7170,27.29,11.26,7998
1094522.96,5341596.08,3041823.96,7136,27.29,11.26,7960
56000,56000,3041823.96,7103,6.25,11.26,7924
1094522.96,5341596.08,3041823.96,5824,27.29,11.26,6497
1094522.96,5341596.08,3041823.96,4546,27.29,11.26,5071
1094522.96,5341596.08,3041823.96,755,27.29,11.26,842
1094522.96,5341596.08,3041823.96,1007,27.29,11.26,1123
1094522.96,5341596.08,3041823.96,1259,27.29,11.26,1404
1094522.96,5341596.08,3041823.96,1510,27.29,11.26,1684
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
1094522.96,5341596.08,3041823.96,1762,27.29,11.26,1966
93000,93000,3041823.96,1762,10.37,11.26,1966
1094522.96,5341596.08,3041823.96,1683,27.29,11.26,1877
1094522.96,5341596.08,3041823.96,1604,27.29,11.26,1789
1094522.96,5341596.08,3041823.96,1525,27.29,11.26,1701
1094522.96,5341596.08,3041823.96,1446,27.29,11.26,1613
1094522.96,5341596.08,3041823.96,1367,27.29,11.26,1525
1094522.96,5341596.08,3041823.96,1288,27.29,11.26,1437
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
1094522.96,5341596.08,3041823.96,1209,27.29,11.26,1349
109927,107014,2913,1209,12.26,0.32,1349
1094522.96,5341596.08,3041823.96,1573,27.29,11.26,1755
1094522.96,5341596.08,3041823.96,1938,27.29,11.26,2162
1094522.96,5341596.08,3041823.96,2302,27.29,11.26,2568
1094522.96,5341596.08,3041823.96,2667,27.29,11.26,2975
1094522.96,5341596.08,3041823.96,3031,27.29,11.26,3381
1094522.96,5341596.08,3041823.96,3396,27.29,11.26,3788
136247,136247,3041823.96,3760,15.2,11.26,4194
1094522.96,5341596.08,3041823.96,5002,27.29,11.26,5580
1094522.96,5341596.08,3041823.96,6244,27.29,11.26,6965
1094522.96,5341596.08,3041823.96,7486,27.29,11.26,8351
1094522.96,5341596.08,3041823.96,8728,27.29,11.26,9736
1094522.96,5341596.08,3041823.96,9970,27.29,11.26,11122
1094522.96,5341596.08,3041823.96,11212,27.29,11.26,12507
223429,218830,4599,12455,24.92,0.51,13894
1094522.96,5341596.08,3041823.96,11065,27.29,11.26,12343
1094522.96,5341596.08,3041823.96,9676,27.29,11.26,10794
1094522.96,5341596.08,3041823.96,8287,27.29,11.26,9244
1094522.96,5341596.08,3041823.96,6898,27.29,11.26,7695
1094522.96,5341596.08,3041823.96,5508,27.29,11.26,6144
1094522.96,5341596.08,3041823.96,4119,27.29,11.26,4595
242539,237940,4599,2730,27.06,0.51,3045
1094522.96,5341596.08,3041823.96,3089,27.29,11.26,3446
1094522.96,5341596.08,3041823.96,3449,27.29,11.26,3847
1094522.96,5341596.08,3041823.96,3808,27.29,11.26,4248
1094522.96,5341596.08,3041823.96,4167,27.29,11.26,4648
1094522.96,5341596.08,3041823.96,4526,27.29,11.26,5049
274008,256018,17990,4886,30.57,2.01,5450
