total_vaccs,ppl_vaccd,ppl_fully_vaccd,daily_vaccs,total_vaccs_per_100,ppl_fully_vaccd_per_100,daily_vaccs_per_million
567540,389264,178276,12628,20.85,6.55,4639
569949,391671,178278,12946,20.94,6.55,4756
573664,395341,178323,12354,21.07,6.55,4538
588357,407063,181294,12613,21.61,6.66,4633
601107,418740,182367,11474,22.08,6.7,4215
628040,440618,187422,12709,23.07,6.88,4668
661513,470509,191004,14663,24.3,7.02,5386
677135,485951,191184,15656,24.87,7.02,5751
678854,487629,191225,15558,24.94,7.02,5715
687614,495909,191705,16279,25.26,7.04,5980
706441,511803,194638,16869,25.95,7.15,6197
733227,531983,201244,18874,26.93,7.39,6933
756409,550034,206375,18338,27.79,7.58,6736
776828,565647,211181,16474,28.54,7.76,6052
779335,567957,211378,14600,28.63,7.76,5363
779419,568040,211379,14366,28.63,7.76,5277
785267,572906,212361,13950,28.85,7.8,5124
800529,583618,216911,13441,29.41,7.97,4937
827193,597497,229696,13424,30.39,8.44,4931
853340,613241,240099,13847,31.35,8.82,5087
877988,629885,248103,14451,32.25,9.11,5308
882530,633843,248687,14742,32.42,9.14,5415
882797,634106,248691,14768,32.43,9.14,5425
888974,639029,249945,14815,32.66,9.18,5442
902059,650882,251177,14504,33.14,9.23,5328
917441,664749,252692,12893,33.7,9.28,4736
950146,677717,272429,13829,34.9,10.01,5080
987856,689068,298788,15695,36.29,10.98,5765
1003642,695792,307850,17302,36.87,11.31,6356
1004388,695820,308568,17370,36.89,11.33,6381
1017783,705241,312542,18401,37.39,11.48,6759
1046085,716399,329686,20575,38.43,12.11,7558
1080821,729037,351784,23340,39.7,12.92,8574
1116395,744113,372282,23750,41.01,13.68,8724
1150290,763278,387012,23205,42.25,14.22,8524
1166104,777396,388708,23209,42.84,14.28,8526
1173239,784477,388762,24122,43.1,14.28,8861
1193891,800116,393775,25158,43.86,14.46,9241
1220383,815913,404470,24900,44.83,14.86,9147
1252091,834454,417637,24467,45.99,15.34,8988
1282298,851037,431261,23700,47.1,15.84,8706
1313870,867611,446259,23369,48.26,16.39,8584
1320008,870712,449296,21986,48.49,16.5,8076
1320509,871007,449502,21039,48.51,16.51,7728
1336303,881821,454482,20345,49.09,16.69,7473
1360920,892555,468365,20077,49.99,17.2,7375
1394165,908941,485224,20296,51.21,17.82,7455
1426866,924697,502169,20653,52.41,18.45,7587
1452788,935299,517489,19845,53.37,19.01,7290
1461879,937714,524165,20267,53.7,19.25,7445
1463712,939199,524513,20458,53.77,19.27,7515
1478272,944637,533635,20281,54.3,19.6,7450
1504044,959581,544463,20446,55.25,20,7511
1533348,975927,557421,19883,56.33,20.48,7304
1563785,991149,572636,19560,57.44,21.04,7185
1596326,1008221,588105,20505,58.64,21.6,7532
1607871,1013701,594170,20856,59.06,21.83,7661
1608463,1014264,594199,20679,59.08,21.83,7596
1626977,1019461,607516,21244,59.76,22.32,7804
1659767,1037406,622361,22246,60.97,22.86,8172
1700451,1056505,643946,23872,62.46,23.65,8769
1738126,1077260,660866,24906,63.85,24.28,9149
1780720,1097131,683589,26342,65.41,25.11,9676
1799047,1109475,689572,27311,66.09,25.33,10032
1804669,1114898,689771,28029,66.29,25.34,10296
1827810,1121786,706024,28690,67.14,25.93,10539
1855701,1133785,721916,27991,68.17,26.52,10282
1885324,1145364,739960,26410,69.26,27.18,9701
1912215,1154355,757860,24870,70.24,27.84,9136
1937011,1165220,771791,22327,71.15,28.35,8202
1943899,1169266,774633,20693,71.41,28.46,7601
1951107,1172406,778701,20920,71.67,28.6,7685
1971390,1176507,794883,20511,72.42,29.2,7534
1997619,1184624,812995,20274,73.38,29.86,7447
2027569,1191548,836021,20321,74.48,30.71,7465
2057756,1201387,856369,20792,75.59,31.46,7638
2083823,1207359,876464,20973,76.55,32.2,7704
2090891,1208612,882279,20999,76.81,32.41,7714
2092207,1208966,883241,20157,76.85,32.44,7404
2109323,1213617,895706,19705,77.48,32.9,7238
2135116,1217668,917448,19642,78.43,33.7,7215
2162637,1221031,941606,19295,79.44,34.59,7088
2173005,1222644,950361,16464,79.82,34.91,6048
2202330,1226882,975448,16930,80.9,35.83,6219
2210764,1227816,982948,17125,81.21,36.11,6291
2217055,1228453,988602,17835,81.44,36.32,6551
2237314,1231581,1005733,18284,82.18,36.94,6716
2263529,1235952,1027577,18345,83.15,37.75,6739
2288604,1241516,1047088,17995,84.07,38.46,6610
2306992,1246856,1060136,19141,84.74,38.94,7031
2327686,1251646,1076040,17908,85.5,39.53,6578
2333468,1253481,1079987,17529,85.72,39.67,6439
2334076,1253748,1080328,16717,85.74,39.68,6141
2347448,1257301,1090147,15733,86.23,40.05,5779
2351999,1258539,1093460,12639,86.4,40.17,4643
1200,1200,3041823.96,112209.42,0.19,11.26,3376.55
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1094522.96,5341596.08,3041823.96,62,27.29,11.26,99
1943,1943,3041823.96,62,0.31,11.26,99
2372,2372,3041823.96,114,0.38,11.26,182
2871,2871,3041823.96,177,0.46,11.26,283
3233,3233,3041823.96,220,0.52,11.26,351
1094522.96,5341596.08,3041823.96,236,27.29,11.26,377
1094522.96,5341596.08,3041823.96,252,27.29,11.26,403
3755,3755,3041823.96,268,0.6,11.26,428
4569,4569,3041823.96,375,0.73,11.26,599
5294,5294,3041823.96,417,0.85,11.26,666
6193,6193,3041823.96,475,0.99,11.26,759
6897,6897,3041823.96,523,1.1,11.26,835
1094522.96,5341596.08,3041823.96,558,27.29,11.26,891
1094522.96,5341596.08,3041823.96,592,27.29,11.26,946
1094522.96,5341596.08,3041823.96,626,27.29,11.26,1000
8554,7309,1245,569,1.37,0.2,909
9525,8280,1245,604,1.52,0.2,965
10449,9107,1342,608,1.67,0.21,971
11373,9890,1483,639,1.82,0.24,1021
1094522.96,5341596.08,3041823.96,630,27.29,11.26,1006
1094522.96,5341596.08,3041823.96,622,27.29,11.26,994
12428,10748,1680,613,1.99,0.27,979
13241,11336,1905,670,2.12,0.3,1070
14252,11925,2327,675,2.28,0.37,1078
15407,12597,2810,708,2.46,0.45,1131
16419,13256,3163,721,2.62,0.51,1152
1094522.96,5341596.08,3041823.96,728,27.29,11.26,1163
1094522.96,5341596.08,3041823.96,736,27.29,11.26,1176
17628,13940,3688,743,2.82,0.59,1187
18139,14089,4050,700,2.9,0.65,1118
18653,14227,4426,629,2.98,0.71,1005
19923,15052,4871,645,3.18,0.78,1030
21390,16131,5259,710,3.42,0.84,1134
1094522.96,5341596.08,3041823.96,724,27.29,11.26,1157
1094522.96,5341596.08,3041823.96,738,27.29,11.26,1179
22895,17257,5638,752,3.66,0.9,1201
24024,18055,5969,841,3.84,0.95,1344
25918,19622,6296,1038,4.14,1.01,1658
27119,20605,6514,1028,4.33,1.04,1642
28933,21853,7080,1078,4.62,1.13,1722
1094522.96,5341596.08,3041823.96,1104,27.29,11.26,1764
1094522.96,5341596.08,3041823.96,1130,27.29,11.26,1805
30985,23259,7726,1156,4.95,1.23,1847
31926,23685,8241,1129,5.1,1.32,1804
33370,24508,8862,1065,5.33,1.42,1701
34760,25285,9475,1092,5.55,1.51,1744
36071,26089,9982,1020,5.76,1.59,1629
1094522.96,5341596.08,3041823.96,1004,27.29,11.26,1604
1094522.96,5341596.08,3041823.96,988,27.29,11.26,1578
37793,27093,10700,973,6.04,1.71,1554
39121,27655,11466,1028,6.25,1.83,1642
40460,28476,11984,1013,6.46,1.91,1618
42118,29401,12717,1051,6.73,2.03,1679
44171,30723,13448,1157,7.06,2.15,1848
1094522.96,5341596.08,3041823.96,1196,27.29,11.26,1911
1094522.96,5341596.08,3041823.96,1235,27.29,11.26,1973
46709,32591,14118,1274,7.46,2.26,2035
47515,33238,14277,1199,7.59,2.28,1915
48961,34530,14431,1214,7.82,2.31,1939
51457,36693,14764,1334,8.22,2.36,2131
54865,39558,15307,1528,8.76,2.45,2441
1094522.96,5341596.08,3041823.96,1606,27.29,11.26,2566
1094522.96,5341596.08,3041823.96,1684,27.29,11.26,2690
59048,43479,15569,1763,9.43,2.49,2816
60587,44735,15852,1867,9.68,2.53,2983
64068,47598,16470,2158,10.23,2.63,3447
67154,50220,16934,2242,10.73,2.71,3582
70339,52870,17469,2211,11.24,2.79,3532
1094522.96,5341596.08,3041823.96,2198,27.29,11.26,3511
1094522.96,5341596.08,3041823.96,2185,27.29,11.26,3491
74255,56383,17872,2172,11.86,2.86,3470
75532,57406,18126,2135,12.07,2.9,3411
77997,59310,18687,1990,12.46,2.99,3179
80328,61026,19302,1882,12.83,3.08,3007
82653,62812,19841,1759,13.2,3.17,2810
1094522.96,5341596.08,3041823.96,1907,27.29,11.26,3046
1094522.96,5341596.08,3041823.96,2056,27.29,11.26,3284
89684,68613,21071,2204,14.33,3.37,3521
1094522.96,5341596.08,3041823.96,2228,27.29,11.26,3559
92574,70911,21663,2082,14.79,3.46,3326
95657,73152,22505,2190,15.28,3.6,3499
99356,75862,23494,2386,15.87,3.75,3812
1094522.96,5341596.08,3041823.96,2394,27.29,11.26,3824
1094522.96,5341596.08,3041823.96,2401,27.29,11.26,3836
1094522.96,5341596.08,3041823.96,2409,27.29,11.26,3848
108940,83652,25288,2544,17.4,4.04,4064
112764,86356,26408,2884,18.01,4.22,4607
117137,88717,28420,3069,18.71,4.54,4903
121953,91074,30879,3228,19.48,4.93,5157
1094522.96,5341596.08,3041823.96,3282,27.29,11.26,5243
1094522.96,5341596.08,3041823.96,3337,27.29,11.26,5331
130279,96054,34225,3391,20.81,5.47,5417
135091,99988,35103,3736,21.58,5.61,5968
141352,103565,37787,4084,22.58,6.04,6524
147515,107163,40352,4340,23.57,6.45,6933
153420,110434,42986,4495,24.51,6.87,7181
1094522.96,5341596.08,3041823.96,4607,27.29,11.26,7360
1094522.96,5341596.08,3041823.96,4719,27.29,11.26,7539
164091,118118,45973,4830,26.21,7.34,7716
165515,119259,46256,4346,26.44,7.39,6943
166724,120308,46416,3625,26.63,7.41,5791
170038,123137,46901,3218,27.16,7.49,5141
173153,125739,47414,2819,27.66,7.57,4503
1094522.96,5341596.08,3041823.96,2580,27.29,11.26,4122
1094522.96,5341596.08,3041823.96,2341,27.29,11.26,3740
178801,130591,48210,2101,28.56,7.7,3356
180488,131867,48621,2139,28.83,7.77,3417
181908,132681,49227,2169,29.06,7.86,3465
186480,136453,50027,2349,29.79,7.99,3753
191419,140495,50924,2609,30.58,8.14,4168
1094522.96,5341596.08,3041823.96,2775,27.29,11.26,4433
1094522.96,5341596.08,3041823.96,2941,27.29,11.26,4698
200553,148450,52103,3107,32.04,8.32,4963
206707,152149,54558,3746,33.02,8.72,5984
213236,155897,57339,4475,34.06,9.16,7149
220251,160427,59824,4824,35.19,9.56,7706
227314,165376,61938,5128,36.31,9.89,8192
1094522.96,5341596.08,3041823.96,5357,27.29,11.26,8558
1094522.96,5341596.08,3041823.96,5587,27.29,11.26,8925
241270,175126,66144,5817,38.54,10.57,9293
248492,179434,69058,5969,39.7,11.03,9536
255678,183288,72390,6063,40.84,11.56,9686
1094522.96,5341596.08,3041823.96,6076,27.29,11.26,9706
269883,191724,78159,6081,43.11,12.49,9714
1094522.96,5341596.08,3041823.96,6132,27.29,11.26,9796
1094522.96,5341596.08,3041823.96,6184,27.29,11.26,9879
284913,199581,85332,6235,45.52,13.63,9960
291503,204869,86634,6144,46.57,13.84,9815
297351,209494,87857,5953,47.5,14.04,9510
304062,213291,90771,5897,48.57,14.5,9420
309633,216030,93603,5679,49.46,14.95,9072
1094522.96,5341596.08,3041823.96,5399,27.29,11.26,8625
1094522.96,5341596.08,3041823.96,5120,27.29,11.26,8179
1094522.96,5341596.08,3041823.96,4840,27.29,11.26,7732
1094522.96,5341596.08,3041823.96,4335,27.29,11.26,6925
324903,223372,101531,3936,51.9,16.22,6288
1094522.96,5341596.08,3041823.96,3298,27.29,11.26,5269
329390,224155,105235,2822,52.62,16.81,4508
334766,225549,109217,3154,53.48,17.45,5039
340132,226779,113353,3484,54.34,18.11,5566
1094522.96,5341596.08,3041823.96,3437,27.29,11.26,5491
345574,228017,117557,3389,55.21,18.78,5414
351056,229708,121348,3736,56.08,19.39,5968
356322,232381,123941,4168,56.92,19.8,6658
373485,242374,131111,6299,59.66,20.95,10063
1094522.96,5341596.08,3041823.96,6103,27.29,11.26,9750
1094522.96,5341596.08,3041823.96,5909,27.29,11.26,9440
1094522.96,5341596.08,3041823.96,6092,27.29,11.26,9732
389502,250779,138723,6275,62.22,22.16,10024
398074,254143,143931,6717,63.59,22.99,10730
406570,257923,148647,7178,64.95,23.75,11467
1094522.96,5341596.08,3041823.96,5902,27.29,11.26,9428
423029,263291,159738,6506,67.58,25.52,10393
1094522.96,5341596.08,3041823.96,6724,27.29,11.26,10742
1094522.96,5341596.08,3041823.96,6943,27.29,11.26,11091
439632,268206,171426,7161,70.23,27.39,11440
446564,270860,175704,6927,71.34,28.07,11066
452571,273095,179476,6572,72.3,28.67,10499
460550,278096,182454,6536,73.57,29.15,10441
468346,283338,185008,6474,74.82,29.56,10342
1094522.96,5341596.08,3041823.96,6796,27.29,11.26,10857
1094522.96,5341596.08,3041823.96,7118,27.29,11.26,11371
491716,299354,192362,7441,78.55,30.73,11887
1094522.96,5341596.08,3041823.96,7130,27.29,11.26,11390
1094522.96,5341596.08,3041823.96,6951,27.29,11.26,11104
505986,311296,194690,6491,80.83,31.1,10369
512584,316538,196046,6320,81.89,31.32,10096
1094522.96,5341596.08,3041823.96,5922,27.29,11.26,9460
1094522.96,5341596.08,3041823.96,5524,27.29,11.26,8825
527596,328962,198634,5126,84.28,31.73,8189
534876,335005,199871,5486,85.45,31.93,8764
551725,341043,210682,7214,88.14,33.66,11524
1094522.96,5341596.08,3041823.96,7169,27.29,11.26,11453
560608,343732,216876,6861,89.56,34.65,10960
1094522.96,5341596.08,3041823.96,6960,27.29,11.26,11119
1094522.96,5341596.08,3041823.96,7060,27.29,11.26,11278
577713,350904,226809,7160,92.29,36.23,11438
585552,354951,230601,7239,93.54,36.84,11564
0,5341596.08,3041823.96,112209.42,0,11.26,3376.55
595,5341596.08,3041823.96,595,0.09,11.26,916
1094522.96,5341596.08,3041823.96,385,27.29,11.26,593
1094522.96,5341596.08,3041823.96,315,27.29,11.26,485
1094522.96,5341596.08,3041823.96,280,27.29,11.26,431
1094522.96,5341596.08,3041823.96,260,27.29,11.26,400
1094522.96,5341596.08,3041823.96,246,27.29,11.26,379
1094522.96,5341596.08,3041823.96,236,27.29,11.26,363
1094522.96,5341596.08,3041823.96,176,27.29,11.26,271
2000,5341596.08,3041823.96,176,0.31,11.26,271
1094522.96,5341596.08,3041823.96,199,27.29,11.26,306
1094522.96,5341596.08,3041823.96,223,27.29,11.26,343
1094522.96,5341596.08,3041823.96,246,27.29,11.26,379
1094522.96,5341596.08,3041823.96,270,27.29,11.26,416
3700,5341596.08,3041823.96,293,0.57,11.26,451
1094522.96,5341596.08,3041823.96,667,27.29,11.26,1027
9284,5341596.08,3041823.96,1041,1.43,11.26,1603
10691,5341596.08,3041823.96,1193,1.65,11.26,1837
11982,5341596.08,3041823.96,1329,1.85,11.26,2047
1094522.96,5341596.08,3041823.96,1455,27.29,11.26,2241
14426,5341596.08,3041823.96,1581,2.22,11.26,2435
15094,5341596.08,3041823.96,1628,2.32,11.26,2507
16044,5341596.08,3041823.96,1365,2.47,11.26,2102
17071,5341596.08,3041823.96,1112,2.63,11.26,1713
18098,5341596.08,3041823.96,1058,2.79,11.26,1629
19028,5341596.08,3041823.96,1007,2.93,11.26,1551
20218,5341596.08,3041823.96,1002,3.11,11.26,1543
21056,5341596.08,3041823.96,947,3.24,11.26,1458
21840,5341596.08,3041823.96,964,3.36,11.26,1485
22865,5341596.08,3041823.96,974,3.52,11.26,1500
24040,5341596.08,3041823.96,996,3.7,11.26,1534
25394,5341596.08,3041823.96,1042,3.91,11.26,1605
26440,5341596.08,3041823.96,1059,4.07,11.26,1631
27637,5341596.08,3041823.96,1060,4.26,11.26,1632
28767,5341596.08,3041823.96,1102,4.43,11.26,1697
29833,5341596.08,3041823.96,1142,4.59,11.26,1759
30913,5341596.08,3041823.96,1150,4.76,11.26,1771
31867,5341596.08,3041823.96,1118,4.91,11.26,1722
32841,5341596.08,3041823.96,1064,5.06,11.26,1639
33927,5341596.08,3041823.96,1070,5.22,11.26,1648
35271,5341596.08,3041823.96,1091,5.43,11.26,1680
36459,5341596.08,3041823.96,1099,5.61,11.26,1692
37707,5341596.08,3041823.96,1125,5.81,11.26,1733
39257,5341596.08,3041823.96,1192,6.05,11.26,1836
40701,5341596.08,3041823.96,1262,6.27,11.26,1944
41948,5341596.08,3041823.96,1301,6.46,11.26,2004
43211,5341596.08,3041823.96,1326,6.65,11.26,2042
44908,5341596.08,3041823.96,1377,6.92,11.26,2121
46286,5341596.08,3041823.96,1404,7.13,11.26,2162
47483,5341596.08,3041823.96,1397,7.31,11.26,2151
49308,5341596.08,3041823.96,1436,7.59,11.26,2211
51017,5341596.08,3041823.96,1474,7.86,11.26,2270
52772,5341596.08,3041823.96,1546,8.13,11.26,2381
53626,5341596.08,3041823.96,1488,8.26,11.26,2292
54704,5341596.08,3041823.96,1399,8.42,11.26,2154
55951,5341596.08,3041823.96,1381,8.62,11.26,2127
56530,5341596.08,3041823.96,1292,8.71,11.26,1990
57251,5341596.08,3041823.96,1135,8.82,11.26,1748
58676,41117,17559,1094,9.04,2.7,1685
60778,41914,18864,1144,9.36,2.91,1762
62893,42802,20091,1324,9.69,3.09,2039
65514,43967,21547,1544,10.09,3.32,2378
67431,44838,22593,1640,10.38,3.48,2526
69149,45648,23501,1803,10.65,3.62,2777
71196,46732,24464,1992,10.96,3.77,3068
73100,47812,25288,2061,11.26,3.89,3174
75087,48974,26113,2044,11.56,4.02,3148
77236,50184,27052,2049,11.89,4.17,3156
79921,51612,28309,2058,12.31,4.36,3169
81893,52688,29205,2066,12.61,4.5,3182
83257,53466,29791,2015,12.82,4.59,3103
85011,54622,30389,1974,13.09,4.68,3040
86653,55750,30903,1936,13.34,4.76,2981
88292,56931,31361,1886,13.6,4.83,2904
90063,58186,31877,1832,13.87,4.91,2821
91763,59402,32361,1692,14.13,4.98,2606
93688,60800,32888,1685,14.43,5.06,2595
95629,62155,33474,1767,14.73,5.16,2721
98021,64047,34109,1859,15.1,5.25,2863
100454,65813,34776,1972,15.47,5.36,3037
102444,67115,35464,2022,15.78,5.46,3114
104136,68211,36062,2010,16.04,5.55,3095
106197,69708,36627,2062,16.35,5.64,3176
107714,70655,37197,2004,16.59,5.73,3086
108174,70972,37340,1792,16.66,5.75,2760
109255,71719,37674,1605,16.83,5.8,2472
110952,72879,38213,1500,17.09,5.88,2310
112748,74059,38831,1472,17.36,5.98,2267
114572,75191,39525,1491,17.64,6.09,2296
116885,76529,40505,1527,18,6.24,2352
118687,77597,41241,1568,18.28,6.35,2415
120294,78460,41989,1731,18.53,6.47,2666
122288,79526,42929,1862,18.83,6.61,2868
124193,80557,43809,1892,19.13,6.75,2914
126141,81529,44794,1913,19.43,6.9,2946
128147,82451,45884,1939,19.73,7.07,2986
130761,83766,47193,1982,20.14,7.27,3052
132910,84844,48270,2032,20.47,7.43,3129
134586,85731,49070,2042,20.73,7.56,3145
136887,86956,50158,2086,21.08,7.72,3212
138414,87904,50723,2032,21.32,7.81,3129
140121,88771,51618,1997,21.58,7.95,3075
142900,90267,52918,2108,22.01,8.15,3246
146189,92135,54383,2204,22.51,8.38,3394
148793,93566,55580,2269,22.91,8.56,3494
151389,95212,56568,2400,23.31,8.71,3696
154743,97452,57746,2551,23.83,8.89,3929
157263,98911,58837,2693,24.22,9.06,4147
159510,100194,59823,2770,24.56,9.21,4266
162723,102047,61228,2832,25.06,9.43,4361
166856,104579,62859,2952,25.7,9.68,4546
1094522.96,5341596.08,3041823.96,3048,27.29,11.26,4694
173404,108989,65119,3145,26.7,10.03,4843
177950,112559,66169,3315,27.4,10.19,5105
182969,116564,67247,3672,28.18,10.36,5655
187652,120395,68149,4020,28.9,10.5,6191
192660,124303,69296,4277,29.67,10.67,6587
198781,129062,70708,4561,30.61,10.89,7024
203833,132985,71858,4815,31.39,11.07,7415
209051,137338,72763,5092,32.19,11.21,7842
215775,143117,73733,5404,33.23,11.36,8322
223082,149506,74684,5730,34.36,11.5,8824
230336,155838,75631,6098,35.47,11.65,9391
237236,161811,76579,6368,36.53,11.79,9807
244994,168333,77849,6602,37.73,11.99,10167
250889,173166,78920,6722,38.64,12.15,10352
255556,177279,79485,6644,39.36,12.24,10232
261228,181797,80656,6493,40.23,12.42,9999
267738,187087,81890,6379,41.23,12.61,9824
273738,191961,83036,6200,42.16,12.79,9548
279931,196744,84461,6099,43.11,13.01,9393
286740,201950,86069,5964,44.16,13.25,9185
291995,205772,87506,5872,44.97,13.48,9043
296817,209350,88756,5894,45.71,13.67,9077
302379,213450,90235,5879,46.57,13.9,9054
307506,217211,91618,5681,47.36,14.11,8749
311919,220215,93039,5454,48.04,14.33,8399
316456,223074,94729,5218,48.73,14.59,8036
321521,226057,96821,4969,49.51,14.91,7652
325418,228119,98665,4775,50.12,15.19,7354
329495,229957,100914,4668,50.74,15.54,7189
335125,232597,103923,4678,51.61,16,7204
340645,235018,107030,4734,52.46,16.48,7290
347396,238489,110322,5068,53.5,16.99,7805
354557,242025,113957,5443,54.6,17.55,8382
361996,245261,118169,5782,55.75,18.2,8904
367958,247278,118169,6077,56.67,18.2,9359
373898,249564,125793,6343,57.58,19.37,9768
381076,252020,125793,6564,58.69,19.37,10109
609,609,3041823.96,112209.42,0,11.26,3376.55
1094522.96,5341596.08,3041823.96,547,27.29,11.26,20
1094522.96,5341596.08,3041823.96,547,27.29,11.26,20
1094522.96,5341596.08,3041823.96,547,27.29,11.26,20
1094522.96,5341596.08,3041823.96,547,27.29,11.26,20
1094522.96,5341596.08,3041823.96,547,27.29,11.26,20
3890,3890,3041823.96,547,0.01,11.26,20
1094522.96,5341596.08,3041823.96,928,27.29,11.26,34
1094522.96,5341596.08,3041823.96,1310,27.29,11.26,47
13539,13539,3041823.96,1691,0.05,11.26,61
1094522.96,5341596.08,3041823.96,1790,27.29,11.26,65
1094522.96,5341596.08,3041823.96,1889,27.29,11.26,68
17258,17258,3041823.96,1988,0.06,11.26,72
1094522.96,5341596.08,3041823.96,2242,27.29,11.26,81
21912,21912,3041823.96,2115,0.08,11.26,76
1094522.96,5341596.08,3041823.96,2076,27.29,11.26,75
1094522.96,5341596.08,3041823.96,2038,27.29,11.26,74
1094522.96,5341596.08,3041823.96,2281,27.29,11.26,82
1094522.96,5341596.08,3041823.96,2525,27.29,11.26,91
36640,36640,3041823.96,2769,0.13,11.26,100
1094522.96,5341596.08,3041823.96,3185,27.29,11.26,115
1094522.96,5341596.08,3041823.96,3600,27.29,11.26,130
1094522.96,5341596.08,3041823.96,3928,27.29,11.26,142
1094522.96,5341596.08,3041823.96,4255,27.29,11.26,154
1094522.96,5341596.08,3041823.96,4583,27.29,11.26,166
1094522.96,5341596.08,3041823.96,4910,27.29,11.26,177
1094522.96,5341596.08,3041823.96,5237,27.29,11.26,189
78539,78539,3041823.96,5237,0.28,11.26,189
1094522.96,5341596.08,3041823.96,5829,27.29,11.26,211
97300,97300,3041823.96,6421,0.35,11.26,232
1094522.96,5341596.08,3041823.96,7083,27.29,11.26,256
1094522.96,5341596.08,3041823.96,7745,27.29,11.26,280
1094522.96,5341596.08,3041823.96,8407,27.29,11.26,304
136785,136785,3041823.96,9069,0.49,11.26,328
150329,150329,3041823.96,10256,0.54,11.26,370
1094522.96,5341596.08,3041823.96,10013,27.29,11.26,362
1094522.96,5341596.08,3041823.96,9771,27.29,11.26,353
1094522.96,5341596.08,3041823.96,9459,27.29,11.26,342
1094522.96,5341596.08,3041823.96,9146,27.29,11.26,330
188752,188752,3041823.96,8834,0.68,11.26,319
1094522.96,5341596.08,3041823.96,7693,27.29,11.26,278
1094522.96,5341596.08,3041823.96,6028,27.29,11.26,218
1094522.96,5341596.08,3041823.96,5199,27.29,11.26,188
196291,196291,3041823.96,4370,0.71,11.26,158
1094522.96,5341596.08,3041823.96,3298,27.29,11.26,119
1094522.96,5341596.08,3041823.96,2226,27.29,11.26,80
1094522.96,5341596.08,3041823.96,1153,27.29,11.26,42
197001,197001,3041823.96,909,0.71,11.26,33
5417,5417,3041823.96,112209.42,0.03,11.26,3376.55
9091,9091,3041823.96,3674,0.05,11.26,192
15326,15326,3041823.96,4954,0.08,11.26,259
1094522.96,5341596.08,3041823.96,4840,27.29,11.26,253
24550,24550,3041823.96,4783,0.13,11.26,250
25589,25589,3041823.96,4034,0.13,11.26,211
38804,38804,3041823.96,5564,0.2,11.26,291
54637,54637,3041823.96,7031,0.29,11.26,368
1094522.96,5341596.08,3041823.96,9040,27.29,11.26,473
90107,90107,3041823.96,10683,0.47,11.26,558
109526,109526,3041823.96,12798,0.57,11.26,669
111592,111592,3041823.96,12435,0.58,11.26,650
1094522.96,5341596.08,3041823.96,13108,27.29,11.26,685
123097,123097,3041823.96,12042,0.64,11.26,629
134289,134289,3041823.96,11379,0.7,11.26,595
144979,144979,3041823.96,10372,0.76,11.26,542
154801,154801,3041823.96,9242,0.81,11.26,483
1094522.96,5341596.08,3041823.96,6809,27.29,11.26,356
159574,159574,3041823.96,6855,0.83,11.26,358
160445,160445,3041823.96,6157,0.84,11.26,322
164733,164733,3041823.96,5948,0.86,11.26,311
1094522.96,5341596.08,3041823.96,5725,27.29,11.26,299
1094522.96,5341596.08,3041823.96,5574,27.29,11.26,291
193627,193627,3041823.96,5547,1.01,11.26,290
204258,204258,3041823.96,6724,1.07,11.26,351
209353,209353,3041823.96,7111,1.09,11.26,372
212615,212615,3041823.96,7453,1.11,11.26,390
229220,229220,3041823.96,9212,1.2,11.26,482
240744,240744,3041823.96,9483,1.26,11.26,496
1094522.96,5341596.08,3041823.96,8866,27.29,11.26,463
251368,251368,3041823.96,8249,1.31,11.26,431
1094522.96,5341596.08,3041823.96,7186,27.29,11.26,376
257754,257754,3041823.96,6914,1.35,11.26,361
258107,258107,3041823.96,6499,1.35,11.26,340
260614,260614,3041823.96,4485,1.36,11.26,234
263931,263931,3041823.96,3312,1.38,11.26,173
267293,267293,3041823.96,3034,1.4,11.26,159
1094522.96,5341596.08,3041823.96,2637,27.29,11.26,138
1094522.96,5341596.08,3041823.96,2544,27.29,11.26,133
1094522.96,5341596.08,3041823.96,2450,27.29,11.26,128
277442,277442,3041823.96,2762,1.45,11.26,144
281049,281049,3041823.96,2919,1.47,11.26,153
285824,285824,3041823.96,3128,1.49,11.26,164
290344,290344,3041823.96,3293,1.52,11.26,172
296127,296127,3041823.96,3757,1.55,11.26,196
1094522.96,5341596.08,3041823.96,3766,27.29,11.26,197
1094522.96,5341596.08,3041823.96,3776,27.29,11.26,197
1094522.96,5341596.08,3041823.96,3785,27.29,11.26,198
1094522.96,5341596.08,3041823.96,3642,27.29,11.26,190
1094522.96,5341596.08,3041823.96,3332,27.29,11.26,174
311751,311751,3041823.96,3058,1.63,11.26,160
1094522.96,5341596.08,3041823.96,2688,27.29,11.26,141
318138,318138,3041823.96,2772,1.66,11.26,145
319323,319323,3041823.96,2570,1.67,11.26,134
320300,320300,3041823.96,2337,1.67,11.26,122
