location,date,vaccine,total_vaccinations
Chile,20/05/2021,Pfizer/BioNTech,2913755
Chile,20/05/2021,Sinovac,14284914
Chile,21/05/2021,Oxford/AstraZeneca,90647
Chile,21/05/2021,Pfizer/BioNTech,2920218
Chile,21/05/2021,Sinovac,14287454
Chile,22/05/2021,Oxford/AstraZeneca,91137
Chile,22/05/2021,Pfizer/BioNTech,2932409
Chile,22/05/2021,Sinovac,14307479
Chile,23/05/2021,Oxford/AstraZeneca,91157
Chile,23/05/2021,Pfizer/BioNTech,2933537
Chile,23/05/2021,Sinovac,14310614
Chile,24/05/2021,Oxford/AstraZeneca,103509
Chile,24/05/2021,Pfizer/BioNTech,3007369
Chile,24/05/2021,Sinovac,14460835
Chile,25/05/2021,Oxford/AstraZeneca,120963
Chile,25/05/2021,Pfizer/BioNTech,3118114
Chile,25/05/2021,Sinovac,14578476
Chile,26/05/2021,Oxford/AstraZeneca,146027
Chile,26/05/2021,Pfizer/BioNTech,3192022
Chile,26/05/2021,Sinovac,14707850
Chile,27/05/2021,Oxford/AstraZeneca,179124
Chile,27/05/2021,Pfizer/BioNTech,3248898
Chile,27/05/2021,Sinovac,14820337
Chile,28/05/2021,Oxford/AstraZeneca,210123
Chile,28/05/2021,Pfizer/BioNTech,3297494
Chile,28/05/2021,Sinovac,14926452
Chile,29/05/2021,Oxford/AstraZeneca,218320
Chile,29/05/2021,Pfizer/BioNTech,3309882
Chile,29/05/2021,Sinovac,14953107
Chile,30/05/2021,Oxford/AstraZeneca,219660
Chile,30/05/2021,Pfizer/BioNTech,3311481
Chile,30/05/2021,Sinovac,14960244
Chile,31/05/2021,CanSino,73
Chile,31/05/2021,Oxford/AstraZeneca,260424
Chile,31/05/2021,Pfizer/BioNTech,3381984
Chile,31/05/2021,Sinovac,15063867
Chile,1/06/2021,CanSino,10445
Chile,1/06/2021,Oxford/AstraZeneca,302089
Chile,1/06/2021,Pfizer/BioNTech,3488085
Chile,1/06/2021,Sinovac,15126062
Chile,2/06/2021,CanSino,33744
Chile,2/06/2021,Oxford/AstraZeneca,331628
Chile,2/06/2021,Pfizer/BioNTech,3570442
Chile,2/06/2021,Sinovac,15194328
Chile,3/06/2021,CanSino,73345
Chile,3/06/2021,Oxford/AstraZeneca,333688
Chile,3/06/2021,Pfizer/BioNTech,3617733
Chile,3/06/2021,Sinovac,15268538
Chile,4/06/2021,CanSino,107649
Chile,4/06/2021,Oxford/AstraZeneca,335040
Chile,4/06/2021,Pfizer/BioNTech,3641947
Chile,4/06/2021,Sinovac,15353274
Chile,5/06/2021,CanSino,117555
Chile,5/06/2021,Oxford/AstraZeneca,335309
Chile,5/06/2021,Pfizer/BioNTech,3646986
Chile,5/06/2021,Sinovac,15375645
Chile,6/06/2021,CanSino,119345
Chile,6/06/2021,Oxford/AstraZeneca,335338
Chile,6/06/2021,Pfizer/BioNTech,3647570
Chile,6/06/2021,Sinovac,15378229
Chile,7/06/2021,CanSino,146795
Chile,7/06/2021,Oxford/AstraZeneca,337014
Chile,7/06/2021,Pfizer/BioNTech,3659084
Chile,7/06/2021,Sinovac,15518360
Chile,8/06/2021,CanSino,166858
Chile,8/06/2021,Oxford/AstraZeneca,338494
Chile,8/06/2021,Pfizer/BioNTech,3672160
Chile,8/06/2021,Sinovac,15667534
Chile,9/06/2021,CanSino,183541
Chile,9/06/2021,Oxford/AstraZeneca,340254
Chile,9/06/2021,Pfizer/BioNTech,3683946
Chile,9/06/2021,Sinovac,15830010
Chile,10/06/2021,CanSino,196657
Chile,10/06/2021,Oxford/AstraZeneca,341362
Chile,10/06/2021,Pfizer/BioNTech,3697545
Chile,10/06/2021,Sinovac,16004532
Chile,11/06/2021,CanSino,200704
Chile,11/06/2021,Oxford/AstraZeneca,342428
Chile,11/06/2021,Pfizer/BioNTech,3713992
Chile,11/06/2021,Sinovac,16161147
Chile,12/06/2021,CanSino,201096
Chile,12/06/2021,Oxford/AstraZeneca,342712
Chile,12/06/2021,Pfizer/BioNTech,3716779
Chile,12/06/2021,Sinovac,16190102
Chile,13/06/2021,CanSino,201145
Chile,13/06/2021,Oxford/AstraZeneca,342724
Chile,13/06/2021,Pfizer/BioNTech,3717325
Chile,13/06/2021,Sinovac,16191559
Chile,14/06/2021,CanSino,205336
Chile,14/06/2021,Oxford/AstraZeneca,343739
Chile,14/06/2021,Pfizer/BioNTech,3749091
Chile,14/06/2021,Sinovac,16375580
Chile,15/06/2021,CanSino,209004
Chile,15/06/2021,Oxford/AstraZeneca,344412
Chile,15/06/2021,Pfizer/BioNTech,3801686
Chile,15/06/2021,Sinovac,16528427
Chile,16/06/2021,CanSino,212918
Chile,16/06/2021,Oxford/AstraZeneca,345106
Chile,16/06/2021,Pfizer/BioNTech,3872199
Chile,16/06/2021,Sinovac,16678623
Chile,17/06/2021,CanSino,215952
Chile,17/06/2021,Oxford/AstraZeneca,345758
Chile,17/06/2021,Pfizer/BioNTech,3937104
Chile,17/06/2021,Sinovac,16791900
Chile,18/06/2021,CanSino,218299
Chile,18/06/2021,Oxford/AstraZeneca,346459
Chile,18/06/2021,Pfizer/BioNTech,3973805
Chile,18/06/2021,Sinovac,16858241
Chile,19/06/2021,CanSino,218577
Chile,19/06/2021,Oxford/AstraZeneca,346576
Chile,19/06/2021,Pfizer/BioNTech,3985003
Chile,19/06/2021,Sinovac,16883005
Chile,20/06/2021,CanSino,218589
Chile,20/06/2021,Oxford/AstraZeneca,346586
Chile,20/06/2021,Pfizer/BioNTech,3986198
Chile,20/06/2021,Sinovac,16885702
Chile,21/06/2021,CanSino,218690
Chile,21/06/2021,Oxford/AstraZeneca,346675
Chile,21/06/2021,Pfizer/BioNTech,3995067
Chile,21/06/2021,Sinovac,16895506
Chile,22/06/2021,CanSino,222445
Chile,22/06/2021,Oxford/AstraZeneca,348219
Chile,22/06/2021,Pfizer/BioNTech,4150155
Chile,22/06/2021,Sinovac,17035318
Chile,23/06/2021,CanSino,234855
Chile,23/06/2021,Oxford/AstraZeneca,350190
Chile,23/06/2021,Pfizer/BioNTech,4258708
Chile,23/06/2021,Sinovac,17156722
Chile,24/06/2021,CanSino,298380
Chile,24/06/2021,Oxford/AstraZeneca,353275
Chile,24/06/2021,Pfizer/BioNTech,4338748
Chile,24/06/2021,Sinovac,17256543
Chile,25/06/2021,CanSino,348378
Chile,25/06/2021,Oxford/AstraZeneca,356898
Chile,25/06/2021,Pfizer/BioNTech,4406216
Chile,25/06/2021,Sinovac,17340659
Chile,26/06/2021,CanSino,358451
Chile,26/06/2021,Oxford/AstraZeneca,358012
Chile,26/06/2021,Pfizer/BioNTech,4426184
Chile,26/06/2021,Sinovac,17361220
Chile,27/06/2021,CanSino,359705
Chile,27/06/2021,Oxford/AstraZeneca,358095
Chile,27/06/2021,Pfizer/BioNTech,4428285
Chile,27/06/2021,Sinovac,17363291
Chile,28/06/2021,CanSino,360924
Chile,28/06/2021,Oxford/AstraZeneca,358243
Chile,28/06/2021,Pfizer/BioNTech,4430775
Chile,28/06/2021,Sinovac,17364775
Chile,29/06/2021,CanSino,392781
Chile,29/06/2021,Oxford/AstraZeneca,363560
Chile,29/06/2021,Pfizer/BioNTech,4555113
Chile,29/06/2021,Sinovac,17442515
Chile,30/06/2021,CanSino,415560
Chile,30/06/2021,Oxford/AstraZeneca,367421
Chile,30/06/2021,Pfizer/BioNTech,4679050
Chile,30/06/2021,Sinovac,17487989
Chile,1/07/2021,CanSino,429433
Chile,1/07/2021,Oxford/AstraZeneca,370157
Chile,1/07/2021,Pfizer/BioNTech,4809120
Chile,1/07/2021,Sinovac,17518321
Chile,2/07/2021,CanSino,440790
Chile,2/07/2021,Oxford/AstraZeneca,372468
Chile,2/07/2021,Pfizer/BioNTech,4902916
Chile,2/07/2021,Sinovac,17548019
Chile,3/07/2021,CanSino,444212
Chile,3/07/2021,Oxford/AstraZeneca,373015
Chile,3/07/2021,Pfizer/BioNTech,4924907
Chile,3/07/2021,Sinovac,17558642
Chile,4/07/2021,CanSino,444612
Chile,4/07/2021,Oxford/AstraZeneca,373080
Chile,4/07/2021,Pfizer/BioNTech,4927727
Chile,4/07/2021,Sinovac,17559682
Chile,5/07/2021,CanSino,454528
Chile,5/07/2021,Oxford/AstraZeneca,376497
Chile,5/07/2021,Pfizer/BioNTech,4991364
Chile,5/07/2021,Sinovac,17604704
Croatia,1/01/2021,Pfizer/BioNTech,1951
Croatia,8/01/2021,Johnson&Johnson,1
Croatia,8/01/2021,Moderna,6
Croatia,8/01/2021,Pfizer/BioNTech,30406
Croatia,15/01/2021,Moderna,1486
Croatia,15/01/2021,Oxford/AstraZeneca,2
Croatia,15/01/2021,Pfizer/BioNTech,47403
Croatia,22/01/2021,Moderna,2635
Croatia,22/01/2021,Pfizer/BioNTech,69553
Croatia,29/01/2021,Moderna,2720
Croatia,29/01/2021,Pfizer/BioNTech,85800
Croatia,5/02/2021,Moderna,3189
Croatia,5/02/2021,Oxford/AstraZeneca,6
Croatia,5/02/2021,Pfizer/BioNTech,102581
Croatia,12/02/2021,Moderna,8198
Croatia,12/02/2021,Oxford/AstraZeneca,3143
Croatia,12/02/2021,Pfizer/BioNTech,123046
Croatia,19/02/2021,Johnson&Johnson,2
Croatia,19/02/2021,Moderna,13205
Croatia,19/02/2021,Oxford/AstraZeneca,18827
Croatia,19/02/2021,Pfizer/BioNTech,142593
Croatia,26/02/2021,Moderna,14343
Croatia,26/02/2021,Oxford/AstraZeneca,59261
Croatia,26/02/2021,Pfizer/BioNTech,162283
Croatia,5/03/2021,Moderna,22735
Croatia,5/03/2021,Oxford/AstraZeneca,83365
Croatia,5/03/2021,Pfizer/BioNTech,185985
Croatia,12/03/2021,Johnson&Johnson,3
Croatia,12/03/2021,Moderna,29383
Croatia,12/03/2021,Oxford/AstraZeneca,116236
Croatia,12/03/2021,Pfizer/BioNTech,208958
Croatia,19/03/2021,Johnson&Johnson,6
Croatia,19/03/2021,Moderna,44543
Croatia,19/03/2021,Oxford/AstraZeneca,136558
Croatia,19/03/2021,Pfizer/BioNTech,239632
Croatia,26/03/2021,Johnson&Johnson,8
Croatia,26/03/2021,Moderna,52357
Croatia,26/03/2021,Oxford/AstraZeneca,156711
Croatia,26/03/2021,Pfizer/BioNTech,272734
Croatia,2/04/2021,Johnson&Johnson,10
Croatia,2/04/2021,Moderna,71459
Croatia,2/04/2021,Oxford/AstraZeneca,172190
Croatia,2/04/2021,Pfizer/BioNTech,304575
Croatia,9/04/2021,Johnson&Johnson,18
Croatia,9/04/2021,Moderna,83523
Croatia,9/04/2021,Oxford/AstraZeneca,200621
Croatia,9/04/2021,Pfizer/BioNTech,331950
Croatia,16/04/2021,Johnson&Johnson,21
Croatia,16/04/2021,Moderna,103537
Croatia,16/04/2021,Oxford/AstraZeneca,231293
Croatia,16/04/2021,Pfizer/BioNTech,391104
Croatia,23/04/2021,Johnson&Johnson,21
Croatia,23/04/2021,Moderna,114288
Croatia,23/04/2021,Oxford/AstraZeneca,245804
Croatia,23/04/2021,Pfizer/BioNTech,467883
Croatia,30/04/2021,Johnson&Johnson,785
Croatia,30/04/2021,Moderna,128939
Croatia,30/04/2021,Oxford/AstraZeneca,265403
Croatia,30/04/2021,Pfizer/BioNTech,553029
Croatia,7/05/2021,Johnson&Johnson,3599
Croatia,7/05/2021,Moderna,145983
Croatia,7/05/2021,Oxford/AstraZeneca,305190
Croatia,7/05/2021,Pfizer/BioNTech,725438
Croatia,14/05/2021,Johnson&Johnson,6289
Croatia,14/05/2021,Moderna,170948
Croatia,14/05/2021,Oxford/AstraZeneca,344025
Croatia,14/05/2021,Pfizer/BioNTech,899382
Croatia,21/05/2021,Johnson&Johnson,9538
Croatia,21/05/2021,Moderna,194314
Croatia,21/05/2021,Oxford/AstraZeneca,376691
Croatia,21/05/2021,Pfizer/BioNTech,1051341
Croatia,28/05/2021,Johnson&Johnson,12453
Croatia,28/05/2021,Moderna,210057
Croatia,28/05/2021,Oxford/AstraZeneca,405854
Croatia,28/05/2021,Pfizer/BioNTech,1187958
Croatia,4/06/2021,Johnson&Johnson,14581
Croatia,4/06/2021,Moderna,220978
Croatia,4/06/2021,Oxford/AstraZeneca,423850
Croatia,4/06/2021,Pfizer/BioNTech,1290464
Croatia,11/06/2021,Johnson&Johnson,17305
Croatia,11/06/2021,Moderna,239016
Croatia,11/06/2021,Oxford/AstraZeneca,444840
Croatia,11/06/2021,Pfizer/BioNTech,1451604
Croatia,18/06/2021,Johnson&Johnson,19534
Croatia,18/06/2021,Moderna,256822
Croatia,18/06/2021,Oxford/AstraZeneca,461199
Croatia,18/06/2021,Pfizer/BioNTech,1616320
Croatia,25/06/2021,Johnson&Johnson,21511
Croatia,25/06/2021,Moderna,267585
Croatia,25/06/2021,Oxford/AstraZeneca,471167
Croatia,25/06/2021,Pfizer/BioNTech,1741354
Croatia,2/07/2021,Johnson&Johnson,24115
Croatia,2/07/2021,Moderna,278138
Croatia,2/07/2021,Oxford/AstraZeneca,490647
Croatia,2/07/2021,Pfizer/BioNTech,1871663
Croatia,6/07/2021,Johnson&Johnson,24306
Croatia,6/07/2021,Moderna,279201
Croatia,6/07/2021,Oxford/AstraZeneca,494052
Croatia,6/07/2021,Pfizer/BioNTech,1881675
Cyprus,1/01/2021,Pfizer/BioNTech,353
Cyprus,8/01/2021,Pfizer/BioNTech,6119
Cyprus,15/01/2021,Moderna,0
Cyprus,15/01/2021,Pfizer/BioNTech,10752
Cyprus,22/01/2021,Moderna,210
Cyprus,22/01/2021,Pfizer/BioNTech,17741
Cyprus,29/01/2021,Moderna,420
Cyprus,29/01/2021,Pfizer/BioNTech,24541
Cyprus,5/02/2021,Pfizer/BioNTech,32190
Cyprus,12/02/2021,Moderna,421
Cyprus,12/02/2021,Oxford/AstraZeneca,582
Cyprus,12/02/2021,Pfizer/BioNTech,42842
Cyprus,19/02/2021,Moderna,741
Cyprus,19/02/2021,Oxford/AstraZeneca,6122
Cyprus,19/02/2021,Pfizer/BioNTech,51095
Cyprus,26/02/2021,Moderna,951
Cyprus,26/02/2021,Oxford/AstraZeneca,18121
Cyprus,26/02/2021,Pfizer/BioNTech,58802
Cyprus,5/03/2021,Moderna,1301
Cyprus,5/03/2021,Oxford/AstraZeneca,28600
Cyprus,5/03/2021,Pfizer/BioNTech,68746
Cyprus,12/03/2021,Moderna,4195
Cyprus,12/03/2021,Oxford/AstraZeneca,40746
Cyprus,12/03/2021,Pfizer/BioNTech,78264
Cyprus,19/03/2021,Moderna,4304
Cyprus,19/03/2021,Oxford/AstraZeneca,41621
Cyprus,19/03/2021,Pfizer/BioNTech,85087
Cyprus,26/03/2021,Moderna,4304
Cyprus,26/03/2021,Oxford/AstraZeneca,48119
Cyprus,26/03/2021,Pfizer/BioNTech,94671
Cyprus,2/04/2021,Moderna,6546
Cyprus,2/04/2021,Oxford/AstraZeneca,52026
Cyprus,2/04/2021,Pfizer/BioNTech,102355
Cyprus,9/04/2021,Moderna,12455
Cyprus,9/04/2021,Oxford/AstraZeneca,59906
Cyprus,9/04/2021,Pfizer/BioNTech,112307
Cyprus,16/04/2021,Johnson&Johnson,0
Cyprus,16/04/2021,Moderna,13235
Cyprus,16/04/2021,Oxford/AstraZeneca,66739
Cyprus,16/04/2021,Pfizer/BioNTech,129841
Cyprus,23/04/2021,Oxford/AstraZeneca,77692
Cyprus,23/04/2021,Pfizer/BioNTech,150072
Cyprus,30/04/2021,Johnson&Johnson,1187
Cyprus,30/04/2021,Moderna,15632
Cyprus,30/04/2021,Oxford/AstraZeneca,84215
Cyprus,30/04/2021,Pfizer/BioNTech,191877
Cyprus,7/05/2021,Johnson&Johnson,2247
Cyprus,7/05/2021,Moderna,21437
Cyprus,7/05/2021,Oxford/AstraZeneca,95460
Cyprus,7/05/2021,Pfizer/BioNTech,237570
Cyprus,14/05/2021,Johnson&Johnson,5608
Cyprus,14/05/2021,Moderna,28312
Cyprus,14/05/2021,Oxford/AstraZeneca,120685
Cyprus,14/05/2021,Pfizer/BioNTech,279734
Cyprus,21/05/2021,Moderna,37386
Cyprus,21/05/2021,Oxford/AstraZeneca,143487
Cyprus,21/05/2021,Pfizer/BioNTech,327094
Cyprus,28/05/2021,Johnson&Johnson,5608
Cyprus,28/05/2021,Moderna,44433
Cyprus,28/05/2021,Oxford/AstraZeneca,159509
Cyprus,28/05/2021,Pfizer/BioNTech,373057
Cyprus,4/06/2021,Moderna,48320
Cyprus,4/06/2021,Oxford/AstraZeneca,169765
Cyprus,4/06/2021,Pfizer/BioNTech,410695
Cyprus,11/06/2021,Johnson&Johnson,6008
Cyprus,11/06/2021,Moderna,54573
Cyprus,11/06/2021,Oxford/AstraZeneca,180681
Cyprus,11/06/2021,Pfizer/BioNTech,446086
Cyprus,18/06/2021,Johnson&Johnson,12832
Cyprus,18/06/2021,Moderna,63072
Cyprus,18/06/2021,Oxford/AstraZeneca,190449
Cyprus,18/06/2021,Pfizer/BioNTech,479103
Cyprus,25/06/2021,Johnson&Johnson,14050
Cyprus,25/06/2021,Moderna,70062
Cyprus,25/06/2021,Oxford/AstraZeneca,197702
Cyprus,25/06/2021,Pfizer/BioNTech,500259
Cyprus,2/07/2021,Johnson&Johnson,14458
Cyprus,2/07/2021,Moderna,72282
Cyprus,2/07/2021,Oxford/AstraZeneca,208374
Cyprus,2/07/2021,Pfizer/BioNTech,529817
Czechia,27/12/2020,Pfizer/BioNTech,1254
Czechia,28/12/2020,Pfizer/BioNTech,3550
Czechia,29/12/2020,Pfizer/BioNTech,7001
Czechia,30/12/2020,Pfizer/BioNTech,10480
Czechia,31/12/2020,Pfizer/BioNTech,11786
Czechia,1/01/2021,Pfizer/BioNTech,12047
Czechia,2/01/2021,Pfizer/BioNTech,13314
Czechia,3/01/2021,Pfizer/BioNTech,14228
Czechia,4/01/2021,Pfizer/BioNTech,17809
Czechia,5/01/2021,Pfizer/BioNTech,22304
Czechia,6/01/2021,Pfizer/BioNTech,28130
Czechia,7/01/2021,Pfizer/BioNTech,36080
Czechia,8/01/2021,Pfizer/BioNTech,46024
Czechia,9/01/2021,Pfizer/BioNTech,48037
Czechia,10/01/2021,Pfizer/BioNTech,49791
Czechia,11/01/2021,Pfizer/BioNTech,59599
Czechia,12/01/2021,Pfizer/BioNTech,72982
Czechia,13/01/2021,Pfizer/BioNTech,86463
Czechia,14/01/2021,Moderna,1226
Czechia,14/01/2021,Pfizer/BioNTech,100405
Czechia,15/01/2021,Moderna,1984
Czechia,15/01/2021,Pfizer/BioNTech,113590
Czechia,16/01/2021,Moderna,2310
Czechia,16/01/2021,Pfizer/BioNTech,116640
Czechia,17/01/2021,Moderna,2399
Czechia,17/01/2021,Pfizer/BioNTech,119781
Czechia,18/01/2021,Moderna,2576
Czechia,18/01/2021,Pfizer/BioNTech,133878
Czechia,19/01/2021,Moderna,3350
Czechia,19/01/2021,Pfizer/BioNTech,148315
Czechia,20/01/2021,Moderna,4930
Czechia,20/01/2021,Pfizer/BioNTech,162980
Czechia,21/01/2021,Moderna,5886
Czechia,21/01/2021,Pfizer/BioNTech,179334
Czechia,22/01/2021,Moderna,6081
Czechia,22/01/2021,Pfizer/BioNTech,194981
Czechia,23/01/2021,Moderna,6122
Czechia,23/01/2021,Pfizer/BioNTech,199100
Czechia,24/01/2021,Moderna,6246
Czechia,24/01/2021,Pfizer/BioNTech,202086
Czechia,25/01/2021,Moderna,6443
Czechia,25/01/2021,Pfizer/BioNTech,214449
Czechia,26/01/2021,Moderna,6716
Czechia,26/01/2021,Pfizer/BioNTech,228640
Czechia,27/01/2021,Moderna,7018
Czechia,27/01/2021,Pfizer/BioNTech,241834
Czechia,28/01/2021,Moderna,7137
Czechia,28/01/2021,Pfizer/BioNTech,254849
Czechia,29/01/2021,Moderna,7288
Czechia,29/01/2021,Pfizer/BioNTech,268705
Czechia,30/01/2021,Moderna,7290
Czechia,30/01/2021,Pfizer/BioNTech,270508
Czechia,31/01/2021,Moderna,7291
Czechia,31/01/2021,Pfizer/BioNTech,272383
Czechia,1/02/2021,Moderna,7547
Czechia,1/02/2021,Pfizer/BioNTech,283972
Czechia,2/02/2021,Moderna,7874
Czechia,2/02/2021,Pfizer/BioNTech,297955
Czechia,3/02/2021,Moderna,8602
Czechia,3/02/2021,Pfizer/BioNTech,312573
Czechia,4/02/2021,Moderna,9738
Czechia,4/02/2021,Pfizer/BioNTech,329241
Czechia,5/02/2021,Moderna,10928
Czechia,5/02/2021,Pfizer/BioNTech,344118
Czechia,6/02/2021,Moderna,11186
Czechia,6/02/2021,Pfizer/BioNTech,347037
Czechia,7/02/2021,Moderna,11449
Czechia,7/02/2021,Pfizer/BioNTech,350096
Czechia,8/02/2021,Moderna,12355
Czechia,8/02/2021,Pfizer/BioNTech,364579
Czechia,9/02/2021,Moderna,14013
Czechia,9/02/2021,Oxford/AstraZeneca,1
Czechia,9/02/2021,Pfizer/BioNTech,379888
Czechia,10/02/2021,Moderna,15758
Czechia,10/02/2021,Pfizer/BioNTech,396787
Czechia,11/02/2021,Moderna,19132
Czechia,11/02/2021,Oxford/AstraZeneca,234
Czechia,11/02/2021,Pfizer/BioNTech,415603
Czechia,12/02/2021,Moderna,21366
Czechia,12/02/2021,Oxford/AstraZeneca,633
Czechia,12/02/2021,Pfizer/BioNTech,434337
Czechia,13/02/2021,Moderna,21850
Czechia,13/02/2021,Oxford/AstraZeneca,1072
Czechia,13/02/2021,Pfizer/BioNTech,437968
Czechia,14/02/2021,Moderna,22098
Czechia,14/02/2021,Oxford/AstraZeneca,1275
Czechia,14/02/2021,Pfizer/BioNTech,439878
Czechia,15/02/2021,Moderna,23512
Czechia,15/02/2021,Oxford/AstraZeneca,2026
Czechia,15/02/2021,Pfizer/BioNTech,453400
Czechia,16/02/2021,Moderna,25988
Czechia,16/02/2021,Oxford/AstraZeneca,3194
Czechia,16/02/2021,Pfizer/BioNTech,467462
Czechia,17/02/2021,Moderna,28722
Czechia,17/02/2021,Oxford/AstraZeneca,5239
Czechia,17/02/2021,Pfizer/BioNTech,480605
Czechia,18/02/2021,Moderna,31070
Czechia,18/02/2021,Oxford/AstraZeneca,7232
Czechia,18/02/2021,Pfizer/BioNTech,496528
Czechia,19/02/2021,Moderna,32461
Czechia,19/02/2021,Oxford/AstraZeneca,8969
Czechia,19/02/2021,Pfizer/BioNTech,512508
Czechia,20/02/2021,Moderna,32464
Czechia,20/02/2021,Oxford/AstraZeneca,9638
Czechia,20/02/2021,Pfizer/BioNTech,514966
Czechia,21/02/2021,Moderna,32564
Czechia,21/02/2021,Oxford/AstraZeneca,9837
Czechia,21/02/2021,Pfizer/BioNTech,516775
Czechia,22/02/2021,Moderna,33563
Czechia,22/02/2021,Oxford/AstraZeneca,11445
Czechia,22/02/2021,Pfizer/BioNTech,530246
Czechia,23/02/2021,Moderna,34344
Czechia,23/02/2021,Oxford/AstraZeneca,14180
Czechia,23/02/2021,Pfizer/BioNTech,546542
Czechia,24/02/2021,Moderna,35672
Czechia,24/02/2021,Oxford/AstraZeneca,17117
Czechia,24/02/2021,Pfizer/BioNTech,562091
Czechia,25/02/2021,Moderna,36851
Czechia,25/02/2021,Oxford/AstraZeneca,21475
Czechia,25/02/2021,Pfizer/BioNTech,580008
Czechia,26/02/2021,Moderna,37690
Czechia,26/02/2021,Oxford/AstraZeneca,24824
Czechia,26/02/2021,Pfizer/BioNTech,597245
Czechia,27/02/2021,Moderna,37861
Czechia,27/02/2021,Oxford/AstraZeneca,25442
Czechia,27/02/2021,Pfizer/BioNTech,599996
Czechia,28/02/2021,Moderna,38054
Czechia,28/02/2021,Oxford/AstraZeneca,25912
Czechia,28/02/2021,Pfizer/BioNTech,602213
Czechia,1/03/2021,Moderna,39652
Czechia,1/03/2021,Oxford/AstraZeneca,29933
Czechia,1/03/2021,Pfizer/BioNTech,619433
Czechia,2/03/2021,Moderna,41521
Czechia,2/03/2021,Oxford/AstraZeneca,39324
Czechia,2/03/2021,Pfizer/BioNTech,638794
Czechia,3/03/2021,Moderna,45223
Czechia,3/03/2021,Oxford/AstraZeneca,49061
Czechia,3/03/2021,Pfizer/BioNTech,660557
Czechia,4/03/2021,Moderna,49970
Czechia,4/03/2021,Oxford/AstraZeneca,58419
Czechia,4/03/2021,Pfizer/BioNTech,684198
Czechia,5/03/2021,Moderna,53578
Czechia,5/03/2021,Oxford/AstraZeneca,66802
Czechia,5/03/2021,Pfizer/BioNTech,706267
Czechia,6/03/2021,Moderna,54976
Czechia,6/03/2021,Oxford/AstraZeneca,71286
Czechia,6/03/2021,Pfizer/BioNTech,713302
Czechia,7/03/2021,Moderna,56272
Czechia,7/03/2021,Oxford/AstraZeneca,75421
Czechia,7/03/2021,Pfizer/BioNTech,720062
Czechia,8/03/2021,Moderna,59354
Czechia,8/03/2021,Oxford/AstraZeneca,83298
Czechia,8/03/2021,Pfizer/BioNTech,743491
Czechia,9/03/2021,Moderna,64666
Czechia,9/03/2021,Oxford/AstraZeneca,94499
Czechia,9/03/2021,Pfizer/BioNTech,769468
Czechia,10/03/2021,Moderna,69644
Czechia,10/03/2021,Oxford/AstraZeneca,105403
Czechia,10/03/2021,Pfizer/BioNTech,801588
Czechia,11/03/2021,Moderna,73922
Czechia,11/03/2021,Oxford/AstraZeneca,117190
Czechia,11/03/2021,Pfizer/BioNTech,838469
Czechia,12/03/2021,Moderna,79343
Czechia,12/03/2021,Oxford/AstraZeneca,129440
Czechia,12/03/2021,Pfizer/BioNTech,867818
Czechia,13/03/2021,Moderna,80635
Czechia,13/03/2021,Oxford/AstraZeneca,132432
Czechia,13/03/2021,Pfizer/BioNTech,881827
Czechia,14/03/2021,Moderna,81769
Czechia,14/03/2021,Oxford/AstraZeneca,133339
Czechia,14/03/2021,Pfizer/BioNTech,892976
Czechia,15/03/2021,Moderna,88558
Czechia,15/03/2021,Oxford/AstraZeneca,141376
Czechia,15/03/2021,Pfizer/BioNTech,915154
Czechia,16/03/2021,Moderna,97748
Czechia,16/03/2021,Oxford/AstraZeneca,150108
Czechia,16/03/2021,Pfizer/BioNTech,946464
Czechia,17/03/2021,Moderna,105481
Czechia,17/03/2021,Oxford/AstraZeneca,159113
Czechia,17/03/2021,Pfizer/BioNTech,977526
Czechia,18/03/2021,Moderna,112612
Czechia,18/03/2021,Oxford/AstraZeneca,168445
Czechia,18/03/2021,Pfizer/BioNTech,1011222
Czechia,19/03/2021,Moderna,118674
Czechia,19/03/2021,Oxford/AstraZeneca,177227
Czechia,19/03/2021,Pfizer/BioNTech,1044167
Czechia,20/03/2021,Moderna,119811
Czechia,20/03/2021,Oxford/AstraZeneca,179651
Czechia,20/03/2021,Pfizer/BioNTech,1057635
Czechia,21/03/2021,Moderna,120126
Czechia,21/03/2021,Oxford/AstraZeneca,180124
Czechia,21/03/2021,Pfizer/BioNTech,1065745
Czechia,22/03/2021,Moderna,124411
Czechia,22/03/2021,Oxford/AstraZeneca,186960
Czechia,22/03/2021,Pfizer/BioNTech,1091245
Czechia,23/03/2021,Moderna,128258
Czechia,23/03/2021,Oxford/AstraZeneca,194566
Czechia,23/03/2021,Pfizer/BioNTech,1119441
Czechia,24/03/2021,Moderna,132404
Czechia,24/03/2021,Oxford/AstraZeneca,202324
Czechia,24/03/2021,Pfizer/BioNTech,1149915
Czechia,25/03/2021,Moderna,136438
Czechia,25/03/2021,Oxford/AstraZeneca,209833
Czechia,25/03/2021,Pfizer/BioNTech,1182331
Czechia,26/03/2021,Moderna,138978
Czechia,26/03/2021,Oxford/AstraZeneca,215572
Czechia,26/03/2021,Pfizer/BioNTech,1216167
Czechia,27/03/2021,Moderna,140217
Czechia,27/03/2021,Oxford/AstraZeneca,216450
Czechia,27/03/2021,Pfizer/BioNTech,1227248
Czechia,28/03/2021,Moderna,141772
Czechia,28/03/2021,Oxford/AstraZeneca,216572
